VNUM	LOCALE_NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE
2036	Paianjen Soldat Mandru	3	0	0	58		1	0	4225		0	spider_soldier	0	56	75	37	19	109	134	6969	19	27	210	315	3645	62	100	120	100	2000	175	0	0	0	0	3	0	5	0	0	1	2	1	0	0	0	0	0	0	10	2	0	0	13421823	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2051	Pui Paianjen Toxic Rau	0	0	0	43			0	4225		0	spider_young	0	28	41	55	14	107	131	1559	4	12	61	91	593	50	100	100	50	2000	175	30057	0	0	0	0	0	0	1	0	1	-5	1	0	0	0	0	0	0	5	1	0	0	13421823	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2052	Paianjen Otravitor Rau	0	0	0	45			0	4225		0	spider_poison	0	47	57	29	14	98	148	1670	3	7	63	95	620	52	90	100	50	2000	175	30056	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	5	1	0	0	13421823	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2053	Paianjen Rosu Toxic Rau	1	0	0	48			0	4225		0	spider_redpoison	0	54	60	15	15	103	155	2215	9	17	100	151	794	55	110	100	50	2000	175	30025	0	0	0	3	1	0	1	0	-5	1	-5	0	0	0	0	0	0	5	1.4	0	0	13421823	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2054	PaianjenGhearaToxicRau	1	0	0	50			0	4225		0	spider_nipper	0	56	31	56	16	120	146	2363	3	7	104	156	827	57	90	100	50	2000	175	30058	0	0	0	0	0	0	1	0	10	0	1	0	1	0	0	0	0	5	1.4	0	0	13421823	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2055	Paianjen Soldat ToxicRau	1	0	0	52			0	4225		0	spider_soldier	0	71	33	39	16	125	152	2516	3	7	108	162	860	59	80	120	50	2000	175	30059	0	0	0	0	0	0	1	0	0	10	0	1	0	0	0	0	0	5	1.4	0	0	13421823	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061	Paianjen Otravitor Mic	0	0	0	60			0	4225		0	spider_young	0	77	58	39	20	144	176	3771	12	10	266	399	3108	80	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	0	-5	0	0	0	-20	-20	0	0	10	1.9	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2062	Paianjen Toxic Mortal	1	0	0	62			0	4225		0	spider_poison	0	80	60	40	20	132	198	4028	7	10	276	414	3242	83	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	0	-5	0	0	0	-20	-20	0	0	10	1.9	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2063	Paianjen Toxic Rosu	2	0	0	64			0	4225		0	spider_redpoison	0	82	62	41	21	137	206	6714	12	15	349	523	6753	86	110	120	100	2000	150	0	0	0	0	5	1	5	0	0	0	-5	0	0	0	-20	-20	0	0	10	2.1	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2064	Paianjen Gheara Otravit	2	0	0	66			0	4225		0	spider_nipper	0	84	63	42	21	159	195	7149	7	10	361	542	7022	89	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	0	-5	0	0	0	-20	-20	0	0	10	2.1	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2065	Paianjen Soldat Otravit	3	0	0	68			0	4225		0	spider_soldier	0	87	65	43	22	164	201	7602	20	25	373	560	7291	93	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	0	-5	0	0	0	-20	-20	0	0	10	2.1	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2071	Paianjen Pui Mortal	2	0	0	60			0	4225		0	spider_young	0	77	57	38	19	117	217	9063	10	10	192	288	3339	84	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	0	-5	0	0	0	-20	-20	0	0	10	1.9	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2072	Pãi. otr. mort. brutal	2	0	0	62			0	4225		0	spider_poison	0	79	59	39	19	120	223	9585	10	10	196	295	3450	86	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	0	-5	0	0	0	-20	-20	0	0	10	1.9	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2073	Pãi. otr. roºu brutal	3	0	0	64			0	4225		0	spider_redpoison	0	82	61	41	20	128	239	13504	5	10	268	403	6880	108	110	120	100	2000	150	0	0	0	0	5	1	5	0	0	0	-5	0	0	0	-20	-20	0	0	10	2.1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2074	Pãi. otr. cu ghearã brut	3	0	0	66			0	4225		0	spider_nipper	0	84	63	42	21	132	245	14248	10	15	275	412	7094	112	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	0	-5	0	0	0	-20	-20	0	0	10	2.1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2075	Paianjen Soldat Mortal	3	0	0	68			0	4225		0	spider_soldier	0	86	65	43	21	146	271	15020	5	10	281	422	7308	115	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	0	-5	0	0	0	-20	-20	0	0	10	2.1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2076	Paianjen Otravitor Dur	3	0	0	68		1	0	4225		0	spider_soldier	0	86	65	43	21	156	290	15020	20	25	281	422	7308	115	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	0	-5	0	0	0	-20	-20	0	0	10	2.1	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2091	Regina Paianjenilor	4	0	2	60		1	0	4225	43	0	spider_queen	0	77	58	39	17	117	160	385800	15	10	14720	22080	13496	68	110	100	100	2000	150	0	0	0	0	25	0	20	20	40	40	35	40	40	40	0	0	60	-30	10	1	2035	5	0	0	10	261	0	0	0	0	0	0	0	0	5	10	0	0	0
2092	Regina Baroneasa	5	0	0	75		3457	0	4225	"SLOW,CURSE,TERROR"	0	spider_king	0	100	71	41	15	50	158	3000000	30	10	11700	17550	0	90	150	160	100	2000	350	0	0	0	0	25	10	30	30	40	40	35	40	40	40	0	0	60	-20	10	2.4	2076	5	0	0	40	261	0	0	0	0	0	0	0	0	5	10	0	0	0
2093	Vaduva Neagra	5	0	0	97		3457	0	4225	43	0	spider_queen	0	122	91	61	30	150	278	2568600	30	20	11700	17550	249479	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	50	30	25	30	30	30	0	0	50	-20	20	2.3	2414	10	0	0	40	261	0	0	0	0	0	0	0	0	20	20	0	30	40
2094	Rege Paianjen	5	0	0	72		1	0	4225	43	0	spider_queen	0	75	61	38	20	92	180	500000	20	10	25870	38805	0	73	110	100	100	2000	150	0	0	0	0	0	0	15	20	50	30	25	30	30	30	0	0	50	-20	20	1	2076	10	0	0	10	261	0	0	0	0	0	0	0	0	20	20	0	30	40
2095	Ou de Paianjen	5	0	0	70		2	0	4225	43	0	spider_spawn	0	67	45	89	22	0	0	193408	30	20	0	0	3500	150	0	0	100	2000	350	0	0	0	0	0	0	0	0	70	70	70	70	70	70	0	0	70	-20	70	1	2071	10	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	30	40
2101	Vulpe de Desert	1	0	0	19			0	512		0	fennec_fox	0	18	24	12	6	45	55	784	5	7	46	69	387	24	100	200	0	2000	175	0	0	0	0	0	0	0	5	100	0	0	0	0	0	0	0	100	0	10	1.4	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2102	Ochi Zburator Desert	1	0	0	37			0	4224		0	evil_eye	0	52	24	36	12	62	115	1877	5	7	84	126	876	43	100	100	100	2000	175	0	0	0	0	0	3	0	5	0	1	0	1	0	1	0	0	0	0	0	1.4	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2103	Scorpion Regal	1	0	0	39			0	4224		0	giant_scorpion	0	41	51	30	13	65	120	2025	5	7	88	132	923	45	100	80	100	2000	175	30046	0	0	0	0	0	0	5	0	0	1	0	1	0	0	0	0	0	0	1.4	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2104	Om Scorpion Mic	2	0	0	44			0	4224	16	0	scorpionman_sword	0	50	28	37	14	91	111	3228	12	12	127	190	1734	51	110	120	100	2000	175	30045	0	0	0	5	0	0	5	0	1	1	2	1	1	0	0	0	0	0	1.8	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2105	Arcaº Scorpion	2	0	1	47			0	4224	16	0	scorpionman_bow	0	59	30	22	15	95	116	2598	8	7	279	418	1852	54	60	70	100	2000	850	30055	0	0	0	5	0	5	5	2	0	0	-10	0	0	0	0	10	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2106	Sarpe Spadasin	2	0	0	48			0	4224	16	0	snakeman_sword	0	79	27	36	15	87	130	3692	12	12	138	207	1891	55	110	110	100	2000	175	30022	0	0	0	5	0	0	5	0	1	1	1	0	0	0	0	0	0	0	1.8	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2107	Arcaº ªarpe	2	0	1	51			0	4224	16	0	snakeman_bow	0	64	28	24	16	90	136	2957	8	7	301	452	2008	58	60	110	100	2000	850	30067	0	0	0	5	0	0	5	2	-5	-10	-5	0	0	0	0	10	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2108	Tâlhar de Deºert	3	0	0	54			0	4224		0	outlaw	0	61	68	44	17	95	143	6969	4	12	202	303	4253	62	100	120	100	2000	175	0	0	0	0	0	0	5	5	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2131	Om Scorpion	0	0	0	60			0	4224		0	scorpionman_sword	0	77	58	39	20	144	176	3771	12	10	266	399	3469	80	110	120	100	2000	150	30045	0	0	0	5	0	5	0	0	0	-5	0	0	0	-20	-20	0	0	10	1.9	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2132	Arcaº Scorpion	1	0	1	62			0	4224		0	scorpionman_bow	0	80	60	40	20	132	198	4028	7	10	276	414	3704	83	110	120	100	2000	850	30055	0	0	0	5	0	5	0	0	0	-5	0	0	0	-20	-20	0	0	10	1.9	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2133	Luptãtor sabie ºarpe	2	0	0	64			0	4224		0	snakeman_sword	0	82	62	41	21	137	206	6714	12	15	349	523	3782	86	110	120	100	2000	150	30022	0	0	0	5	1	5	0	0	0	-5	0	0	0	-20	-20	0	0	10	2.1	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2134	Arcaº ªarpe	2	0	1	66			0	4224		0	snakeman_bow	0	84	63	42	21	159	195	7149	7	10	361	542	4017	89	110	120	100	2000	850	30067	0	0	0	3	0	5	0	0	0	-5	0	0	0	-20	-20	0	0	10	2.1	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2135	Tâlhar de Deºert	3	0	0	68			0	4232		0	outlaw	0	87	65	43	22	164	201	7602	20	25	373	560	8506	93	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	0	-5	0	0	0	-20	-20	0	0	10	2.1	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2151	Vulpe Salbatica de Deser	1	0	0	19			0	4224		0	fennec_fox	0	18	24	12	6	54	66	627	5	7	46	69	271	24	100	200	0	2000	175	0	0	0	0	0	0	0	5	100	0	0	0	0	0	0	0	100	0	10	1.4	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2152	Calugar Puternic	1	0	0	37			0	4224		0	evil_eye	0	52	24	36	12	74	138	1502	5	7	84	126	613	43	100	100	100	2000	175	0	0	0	0	0	3	0	5	0	1	0	1	0	1	0	0	0	0	0	1.4	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2153	Scorpion Regal Dur	1	0	0	39			0	4224		0	giant_scorpion	0	41	51	30	13	78	144	1620	5	7	88	132	646	45	100	80	100	2000	175	30046	0	0	0	0	0	0	5	0	0	1	0	1	0	0	0	0	0	0	1.4	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2154	Om Scorpion Dur	2	0	0	44			0	4224	16	0	scorpionman_sword	0	50	28	37	14	109	133	2582	12	12	127	190	1214	51	110	120	100	2000	175	30045	0	0	0	5	0	0	5	0	1	1	2	1	1	0	0	0	0	0	1.8	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2155	Arcaº Dur Scorpion	1	0	1	47			0	4224	16	0	scorpionman_bow	0	59	30	22	15	114	139	2079	8	7	279	418	1296	54	60	70	100	2000	850	30055	0	0	0	5	0	5	5	2	0	0	-10	0	0	0	0	10	0	0	1.8	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2156	Sarpe Spadasin Dur	2	0	0	48			0	4224	16	0	snakeman_sword	0	79	27	36	15	104	156	2954	12	12	138	207	1323	55	110	110	100	2000	175	30022	0	0	0	5	0	0	5	0	1	1	1	0	0	0	0	0	0	0	1.8	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2157	Arcaº Dur ªarpe	2	0	1	51			0	4224	16	0	snakeman_bow	0	64	28	24	16	108	163	2365	8	7	301	452	1406	58	60	110	100	2000	850	30067	0	0	0	5	0	0	5	2	-5	-10	-5	0	0	0	0	10	0	0	1.8	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2158	Beduin Puternic	3	0	0	54			0	4232		0	outlaw	0	61	68	44	17	114	172	5575	4	12	202	303	2977	62	100	120	100	2000	175	0	0	0	0	0	0	5	5	0	0	10	0	0	0	0	0	0	0	0	2	0	0	16764108	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2191	Testoasa Gigant	4	0	0	67		1	0	16385	43	0	giant_desert_turtle	0	64	43	85	21	102	190	390000	15	12	410	615	15063	76	100	100	100	2000	300	0	0	0	0	0	0	0	0	40	20	40	40	40	40	0	0	20	-30	10	2	0	20	0	0	40	256	30	256	0	0	0	0	0	0	0	10	0	0	0
2192	Þestoasã de deºert neagr	5	0	0	97		3457	0	16896	43	0	giant_desert_turtle	0	122	91	61	30	150	278	2568600	30	20	11700	17550	249479	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	50	30	25	30	30	30	0	0	50	-20	20	2.3	2414	10	16764879	0	40	256	30	256	0	0	0	0	0	0	20	20	0	30	40
2201	Tigru Luptator Dur	1	0	0	69			0	4224		0	fire_tiger	0	84	42	63	21	130	159	5550	3	7	141	212	697	78	100	130	100	2000	175	30042	0	0	0	0	0	15	20	0	15	10	20	15	15	-60	0	0	0	0	1.7	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2202	Spiritul Focului	1	0	2	69			0	4224		0	fire_ghost	0	85	43	64	21	132	161	5550	3	7	146	219	697	78	100	130	100	2000	850	0	0	0	0	0	0	15	20	20	0	-5	5	-10	-10	-60	0	20	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2203	Tigru Luptator	2	0	0	70			0	4224		0	fire_tiger_boss	0	85	43	65	22	119	178	7592	7	12	197	296	1180	79	100	130	100	2000	175	30019	0	0	0	0	0	15	20	0	20	15	25	0	0	-50	0	0	0	0	2.2	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2204	Flacãrã	2	0	4	71			0	4224	8	0	fire_man	0	86	43	65	22	105	195	7782	7	12	206	310	1197	80	100	130	100	2000	175	0	0	0	0	0	0	15	20	0	-5	-10	0	5	5	-50	0	0	0	0	2.2	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
2205	Luptator de Foc	3	0	4	72			0	4224	10	0	fire_knight	0	89	44	66	22	106	198	12459	3	12	258	388	2427	81	100	130	100	2000	175	30091	0	0	0	0	0	15	20	0	0	0	5	0	0	-40	0	10	0	0	2.4	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
2206	Regele Focului	4	0	0	73			0	4232	43	0	fire_king	0	91	46	66	23	109	203	657000	20	12	446	669	12306	82	100	130	100	2000	175	0	0	0	0	0	50	15	20	0	0	10	0	10	0	-30	0	10	0	0	2.4	0	0	0	0	40	256	0	0	0	0	0	0	0	0	20	0	0	0	0
2207	Regele negru al focului	4	0	0	73		1	0	4224	43	0	fire_king	0	91	46	66	23	110	205	356080	25	20	34350	51525	168560	82	110	130	100	2000	150	0	0	0	0	0	50	15	20	40	40	35	40	40	40	-30	0	60	0	0	2.3	2205	0	0	0	40	256	0	0	0	0	0	0	0	0	20	0	0	0	0
2231	Tigru Luptator Puternic	1	0	0	69			0	4224		0	fire_tiger	0	84	42	63	21	156	191	4440	3	7	141	212	488	78	100	130	100	2000	175	30042	0	0	0	0	0	15	20	0	15	10	20	15	15	-60	0	0	0	0	1.7	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2232	Spirit Flacãrã Durã	1	0	2	69			0	4224		0	fire_ghost	0	85	43	64	21	158	193	4440	3	7	146	219	488	78	100	130	100	2000	850	0	0	0	0	0	0	15	20	20	0	-5	5	-10	-10	-60	0	20	0	0	1.7	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2233	Tigru Rãzboinic Dur	2	0	0	70			0	4224		0	fire_tiger_boss	0	85	43	65	22	143	214	6073	7	12	197	296	826	79	100	130	100	2000	175	30019	0	0	0	0	0	15	20	0	20	15	25	0	0	-50	0	0	0	0	2.2	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2234	Fantomã Rãzboinicã Durã	2	0	4	71			0	4224	8	0	fire_man	0	86	43	65	22	126	234	6225	7	12	206	310	837	80	100	130	100	2000	175	0	0	0	0	0	0	15	20	0	-5	-10	0	5	5	-50	0	0	0	0	2.2	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
2235	Rãzboinic Foc Dur	3	0	4	72			0	4224	10	0	fire_knight	0	89	44	66	22	127	238	9967	3	12	258	388	1699	81	100	130	100	2000	175	30091	0	0	0	0	0	15	20	0	0	0	5	0	0	-40	0	10	0	0	2.4	0	0	16764108	70107	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
2291	Dragon Rosu	5	0	0	75		1	0	4224	43	0	fire_dragon	0	99	69	65	23	110	205	489610	24	22	458	687	94815	84	100	130	100	2000	1000	0	0	0	0	0	0	15	20	50	30	30	30	30	30	-20	0	50	0	20	2.6	2205	10	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	0	0
2301	Copac Fantoma	0	0	2	65		3	0	32768		0	ent_trent	0	75	57	50	10	115	172	2261	3	5	172	258	537	67	100	100	100	2000	650	0	0	0	3	0	0	5	5	50	0	-5	0	-10	-10	0	0	30	0	0	1.1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2302	Buturuga Fantoma	0	0	0	67			0	32768		0	ent_guru	0	92	42	65	10	134	164	3939	3	5	179	268	562	72	120	100	100	2000	150	0	0	0	0	0	0	5	5	5	-5	-10	0	5	5	0	0	15	0	0	1.1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2303	Driada	1	0	2	69			0	32768		0	ent_hu	0	86	55	65	10	127	190	3548	5	5	308	462	721	76	100	100	100	2000	650	0	0	0	0	10	0	0	0	10	10	15	5	-10	-10	0	0	10	0	0	1.4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2304	Salcia Fantoma	1	0	0	70			0	32768	10	0	ent_red	0	89	49	77	10	114	211	5206	5	10	316	474	740	79	115	100	100	2000	150	0	0	0	0	0	0	5	5	5	-5	-10	-5	5	5	0	0	15	0	0	1.4	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2305	Copac Rau	2	0	0	71		1	0	32768	10	0	ent_black	0	94	75	75	10	118	219	7214	7	5	452	679	1283	83	115	100	100	2000	150	0	0	0	0	3	0	5	10	0	10	5	10	15	15	0	0	20	0	0	1.6	0	15	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2306	Copac Fantoma Urias	4	0	0	84		1	0	32768		0	ent_huge	0	99	84	70	10	118	219	353840	12	10	19280	28920	19065	86	100	130	100	2000	300	0	0	0	0	0	3	15	20	0	10	15	10	15	15	0	0	60	0	0	3	2304	35	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
2307	Copac Fantoma Nobil	5	0	0	86		1	0	32768		0	ent_elder	0	121	76	65	10	120	224	752900	30	20	36600	54900	175560	90	100	130	100	2000	300	0	0	0	5	5	10	15	20	0	10	15	10	20	20	0	0	50	0	0	4.8	2305	40	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
2311	Copacul Rosu Fantoma	1	0	2	74		3	0	32768		0	ent_trent	0	75	57	50	10	128	193	3596	3	5	312	468	748	67	100	130	100	2000	900	0	0	0	3	0	0	15	20	50	0	-5	0	-10	-10	0	0	50	0	0	1.4	0	15	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2312	Buturuga Fantoma Rosie	2	0	0	76			0	32768		0	ent_guru	0	92	42	65	10	148	181	7032	3	5	320	480	1281	72	120	130	100	2000	150	0	0	0	0	0	0	15	20	5	-5	-10	0	5	5	0	0	25	0	0	1.6	0	15	16764879	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2313	Driada Rosie	2	0	2	77			0	32768		0	ent_hu	0	86	55	65	10	133	200	5699	5	5	447	670	1297	76	100	170	100	2000	650	0	0	0	0	10	0	5	15	10	10	15	5	-10	-10	0	0	30	0	0	1.6	0	20	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2314	Salcia Fantoma Rosie	3	0	0	80		1	0	32768	10	0	ent_red	0	89	49	77	10	120	224	11558	5	10	464	696	2696	79	115	150	100	2000	150	0	0	0	0	0	0	15	20	5	-5	-10	-5	5	5	0	0	35	0	0	1.9	0	25	16764879	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2315	Copac Rau Rosu	3	0	0	82		1	0	32768	10	0	ent_black	0	94	75	75	10	123	229	11843	7	5	606	909	2763	83	115	150	100	2000	150	0	0	0	0	3	0	15	20	0	10	5	10	15	15	0	0	40	0	0	1.9	0	25	16764879	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2401	Setaou Luptator	0	0	0	87		129	0	2052	42	0	ch_footman	0	107	53	80	26	167	201	12635	3	14	330	495	4935	67	110	130	110	2000	50	0	0	0	3	0	0	5	5	10	0	0	0	10	10	0	-70	30	0	0	2.5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0
2402	Vânãtor Setaou	0	0	1	89		513	0	2052	42	0	ch_bowman	0	82	110	55	27	191	222	10283	5	14	337	505	5048	72	105	150	100	2000	1300	0	0	0	0	0	0	5	5	0	20	20	0	0	0	0	-70	10	0	0	2.5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
2403	Setaou Mistic	1	0	1	89		2049	0	2052	42	0	ch_magician	0	82	55	110	27	151	235	16784	5	14	546	819	6060	76	100	150	100	2000	1200	0	0	0	0	10	10	0	0	30	10	10	25	-5	-5	0	-60	-30	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
2404	Conducãtor Setaou	1	0	0	90		257	0	2052	42	0	ch_officer	0	111	83	55	28	172	235	22272	7	20	552	828	6127	79	110	130	100	2000	50	0	0	0	0	0	0	5	5	10	10	10	5	-5	-5	0	-60	15	0	0	4	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
2411	Soldat Setaou	1	0	0	91		129	0	2052	42	0	ch_footman	0	112	84	56	28	154	239	17000	3	14	550	775	13631	78	115	130	100	2000	50	0	0	0	5	0	0	6	3	15	10	0	15	30	25	0	-60	30	0	0	2.5	0	15	16764879	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0
2412	Arcaº Setaou	2	0	1	93		513	0	2052	42	0	ch_bowman	0	86	114	57	29	188	239	15390	3	14	527	791	13944	82	110	150	100	2000	1300	0	0	0	0	3	3	6	6	5	30	25	10	0	10	0	-50	20	0	0	2.6	0	15	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
2413	Judecãtor Setaou	2	0	1	95		2049	0	2052	42	0	ch_magician	0	88	58	117	29	205	256	21724	4	14	873	1310	14247	88	110	150	100	2000	1200	0	0	0	10	0	10	2	2	0	30	40	5	30	25	0	-50	40	0	0	3.3	0	30	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
2414	Comandant Setaou	3	0	0	97		257	0	2052	42	0	ch_officer	0	119	89	60	30	222	273	41400	5	20	891	1336	29105	95	105	130	100	2000	50	0	0	0	5	0	5	8	8	20	30	20	20	10	5	0	-40	-10	0	0	3.8	0	20	16764879	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
2415	Comandant Setaou	3	0	0	97		257	0	2052	42	0	ch_officer	0	119	89	60	30	222	273	41400	5	20	0	0	0	95	105	130	100	2000	50	0	0	0	5	0	5	8	8	20	30	20	20	10	5	0	-40	-10	0	0	3	0	20	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2431	ÃµÀÇº´»ç	0	0	0	80		129	0	2052	42	0	ch_footman	0	107	53	80	26	133	247	7090	3	7	330	495	18345	67	110	130	110	2000	50	0	0	0	3	0	0	5	5	50	0	-10	0	-10	-10	0	-70	30	0	0	2.3	0	5	16764108	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0
2432	ÃµÀÇ±Ãº´	0	0	1	82		513	0	2052	42	0	ch_bowman	0	82	110	55	27	136	252	5522	5	7	337	505	18433	72	105	150	100	2000	1300	0	0	0	0	0	0	5	5	5	-5	-15	0	5	5	0	-70	15	0	0	2.6	0	5	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
