8009	O sageata care va ofera o sursa inepuizabila de utilizari.
31181	"invãluitã intr-o stralucire verde, aceastã piatrã misterioasã imbracã sufletul unui driade, un spirit copac. Driadele cunosc cuvintele secrete ce iþi permit accesul la temniþa Erebus."	
31182	Cherestea Finã.	
31183	Rouã En-Tai	
31184	Spiritul Pãmantului	
31185	Apã purificatoare.	
31186	Kit de Ajutor	
31187	Urneºte mecanismul ascuns la Stele din Isfet.	
31188	"Zeiþa Dreptãþii, Maat luptã pentru ordine in mijlocul haosului."	
31189	Aceastã cheie este rece ca gheaþa ºi iþi permite accesul la etajul trei din Turnul lui Nemere. Poate fi folositã doar de ªamani.	
31190	Sigiliu pietrificat fãcut din gheaþã purã. Permite accesul la etajul ºase din Turnul lui Nemere.	
31191	Cheia de gheaþã permite accesul la etajul nouã din Turnul lui Nemere.	
31196	Ornament pentru realizarea unei sãbii.	
31197	Ornament pentru realizarea unui paloº.	
31198	Ornament pentru realizarea unui pumnal.	
31199	Ornament pentru realizarea unui arc.	
311		
31200	Ornament pentru realizarea unei lame.	
31201	Ornament pentru realizarea unui clopot.	
31202	Ornament pentru realizarea unei gheare.	
31203	Ornament pentru realizarea unui evantai.	
31204	Ornament pentru realizarea unei armuri de Rãzboinic.	
31205	Ornament pentru realizarea unei armuri de Ninja.	
31206	Ornament pentru realizarea unei armuri de Sura.	
31207	Ornament pentru realizarea unei armuri de ªaman.	
31208	Ornament pentru realizarea unei armuri de Lycan.	
31209	Ornament pentru realizarea unui coif de Rãzboinic.	
31210	Ornament pentru realizarea unui coif de Ninja.	
31211	Ornament pentru realizarea unui coif de Sura.	
31212	Ornament pentru realizarea unui coif de ªaman.	
31213	Ornament pentru realizarea unui coif de Lycan.	
31216	Material folosit pentru fabricarea ºi imbunãtãþirea accesoriilor.	
31217	Material folosit pentru imbunãtãþirea accesoriilor.	
31218	Material folosit pentru fabricarea ºi imbunãtãþirea accesoriilor.	
31219	O plantã otrãvitoare inºelãtoare. Ar trebui atinsã doar cu mãnuºi.	
31220	Un teanc de scrisori galbene. Sunt sigilate.	
31221	Acest Nucleu Spirit a fost purificat. Manuieºte-l cu grijã.	
31222	"Un tip mare de vatir. Este otravitor, nu lãsa mountul sã il mãnance."	
31223	Marcheazã þinutul contaminat de pe hartã.	
31224	Material folosit pentru imbunãtãþirea accesoriilor.	
31225	Material folosit pentru fabricarea mãnuºilor.	
31226	Emanã energie negativã.	
31227	Material folosit pentru fabricarea accesoriilor din beril obscur.	
31228	Material folosit pentru fabricarea accesoriilor din beril fumuriu.	
31229	Emanã energie negativã.	
31230	Chaegirab va fi foarte interesat de asta.	
31231	Chaegirab va fi foarte interesat de asta.	
31232	Chaegirab va fi foarte interesat de asta.	
31233	Material folosit pentru imbunãtãþirea echipamentului ªarpe.	
31234	Material folosit pentru imbunãtãþirea echipamentului ªarpe.	
31235	Material folosit pentru imbunãtãþirea armelor ªarpe.	
31236	Material folosit pentru imbunãtãþirea armelor ªarpe.	
31237	Material folosit pentru imbunãtãþirea armelor ªarpe.	
31238	O perlã sclipitoare poate fi ascunsã in aceastã scoicã rafinatã.	
31239	O comoarã magnificã gãsitã in interiorul unei scoici sclipitoare.	
31240	O comoarã magnificã gãsitã in interiorul unei scoici sclipitoare.	
31241	O comoarã magnificã gãsitã in interiorul unei scoici sclipitoare.	
31242	Material folosit pentru imbunãtãþirea armelor ªarpe.	
31243	Material folosit pentru imbunãtãþirea armelor ªarpe.	
31244	Material folosit pentru imbunãtãþirea mãnuºilor ªarpe.	
31245	Material folosit pentru fabricarea mãnuºilor.	
31246	Material folosit pentru fabricarea mãnuºilor.	
31247	Material folosit pentru fabricarea de Mãnuºi Puternice.	
31248	Material folosit pentru fabricarea de Mãnuºi Rapide.	
31249	Material folosit pentru fabricarea de Mãnuºi Armurã.	
31250	Material folosit pentru fabricarea de Mãnuºi Protecþie.	
31251	Material folosit pentru fabricarea ºi imbunãtãþirea mãnuºilor.	
31252	Material folosit pentru imbunãtãþirea mãnuºilor.	
31253	Conþine un obiect aleatoriu.	
31254	Conþine un obiect aleatoriu.	
31255	Conþine un obiect aleatoriu.	
31256	Conþine un obiect aleatoriu.	
31257	Un material folosit pentru crearea echipamentului ªarpe.	
31258	Un material folosit pentru crearea echipamentului ªarpe.	
31259	Material folosit pentru imbunãtãþirea armelor ªarpe.	
31260		
31261	Un material folosit pentru imbunãtãþirea talismanului misterios.	
31262	Material necesar pentru Armura ªarpe.	
31263	Material folosit pentru imbunãtãþirea armelor ªarpe.	
31270	Un material puternic care poate fi folosit pentru a crea un talisman misterios.	
31271	Un material puternic care poate fi folosit pentru a-þi imbunãtãþi misteriosul talisman +0.	
31272	Un material puternic care poate fi folosit pentru a-þi imbunãtãþi misteriosul talisman +1.	
31273	Un material puternic care poate fi folosit pentru a-þi imbunãtãþi misteriosul talisman +2.	
31274	Un material puternic care poate fi folosit pentru a-þi imbunãtãþi misteriosul talisman +3.	
31275	Un material puternic care poate fi folosit pentru a-þi imbunãtãþi misteriosul talisman +4.	
31276	Un material puternic care poate fi folosit pentru a-þi imbunãtãþi misteriosul talisman +5.	
31277	Un material puternic care poate fi folosit pentru a-þi imbunãtãþi misteriosul talisman +6.	
31278	Un material puternic care poate fi folosit pentru a-þi imbunãtãþi misteriosul talisman +7.	
31279	Un material puternic care poate fi folosit pentru a-þi imbunãtãþi misteriosul talisman +8.	
312		
313		
314		
315		
316		
317		
318		
319		
3220		
3221		
3222		
3223		
3224		
3225		
3226		
3227		
3228		
3229		
3230	O lamã invãluitã cu puterea unui dragon intunecat.	
3231	O lamã invãluitã cu puterea unui dragon intunecat.	
3232	O lamã invãluitã cu puterea unui dragon intunecat.	
3233	O lamã invãluitã cu puterea unui dragon intunecat.	
3234	O lamã invãluitã cu puterea unui dragon intunecat.	
3235	O lamã invãluitã cu puterea unui dragon intunecat.	
3236	O lamã invãluitã cu puterea unui dragon intunecat.	
3237	O lamã invãluitã cu puterea unui dragon intunecat.	
3238	O lamã invãluitã cu puterea unui dragon intunecat.	
3239	O lamã invãluitã cu puterea unui dragon intunecat.	
3240	O lamã invãluitã cu puterea unui dragon intunecat.	
3241	O lamã invãluitã cu puterea unui dragon intunecat.	
3242	O lamã invãluitã cu puterea unui dragon intunecat.	
3243	O lamã invãluitã cu puterea unui dragon intunecat.	
3244	O lamã invãluitã cu puterea unui dragon intunecat.	
3245	O lamã invãluitã cu puterea unui dragon intunecat.	
3250		
3251		
3252		
3253		
3254		
3255		
3256		
3257		
3258		
3259		
3260		
3261		
3262		
3263		
3264		
3265		
3266	Material folosit pentru Sabie Grozavã ªarpe pentru Rãzboinici. Nu se poate supradepozita.	
33001	Adunã insigne ºi schimbã-le pentru cufere sau materiale de imbunãtãþire.	
33002	Adunã insigne ºi schimbã-le pentru cufere sau materiale de imbunãtãþire.	
33003	Adunã insigne ºi schimbã-le pentru cufere sau materiale de imbunãtãþire.	
33004	Adunã insigne ºi schimbã-le pentru cufere sau materiale de imbunãtãþire.	
33005	Adunã insigne ºi schimbã-le pentru cufere sau materiale de imbunãtãþire.	
33006	Adunã insigne ºi schimbã-le pentru cufere sau materiale de imbunãtãþire.	
33007	Adunã insigne ºi schimbã-le pentru cufere sau materiale de imbunãtãþire.	
33008	Adunã insigne ºi schimbã-le pentru cufere sau materiale de imbunãtãþire.	
33009	Adunã insigne ºi schimbã-le pentru cufere sau materiale de imbunãtãþire.	
33010	Adunã insigne ºi schimbã-le pentru cufere sau materiale de imbunãtãþire.	
33011	Adunã insigne ºi schimbã-le pentru cufere sau materiale de imbunãtãþire.	
33012	Adunã insigne ºi schimbã-le pentru cufere sau materiale de imbunãtãþire.	
33013	Adunã insigne ºi schimbã-le pentru cufere sau materiale de imbunãtãþire.	
33014	Amuleta antica din fier, gravata cu rune de protectie, ofera acces la periculoasa Ruina Inghetului Etern, unde pericolele si comorile imense ii asteapta pe cei vrednici.	Ruina Inghetului Etern
33015	O flacara mistica albastra, rece, dar intensa, utilizata pentru a aprinde Busola Inghetata. Trezeste puteri stravechi, ghidandu-si purtatorul prin tinuturile inghetate si primejdioase.	Ruina Inghetului Etern
33016	Aceasta runa straveche, infuzata cu esenta inghetata a nordului, emana o aura de frig. Ofera protectie impotriva frigului extrem si imbunatateste magia bazata pe gheata.	Ruina Inghetului Etern
33017	Un cufar legendar, forjat din gheata straveche si impodobit cu rune ale puterii. Contine secretele sacre ale serverului Ynari, incluzand comori si relicve puternice ce reprezinta insasi esenta comunitatii noastre.	Ruina Inghetului Etern
33018	Infuzat cu magii ce altereaza timpul, reimprospateaza cooldown-ul pentru accesul la Ruina Inghetului. Foloseste-i puterea pentru a reintra rapid in adancurile dungeonului.	Ruina Inghetului Etern
33019	O moneda mistica sculptata dintr-un dovleac stravechi, infuzata cu rune verzi infricosatoare. Ea serveste drept cheie pentru a intra in dungeon-ul bantuit in timpul evenimentului de Halloween.	Evenimentul Halloween
33020	Un elixir puternic care indoaie tesatura timpului, resetand instant perioada de asteptare pentru intrarea in dungeon. Bea-l pentru a rupe barierele timpului si a intra din nou in dungeon.	Evenimentul Halloween	
33021	Adunã insigne ºi schimbã-le pentru cufere sau materiale de imbunãtãþire.	
33022	O matura magica plina de putere arcana, special creata pentru a matura efigiile blestemate de sperietoare din dungeon-ul de Halloween. Foloseste-o pentru a curata drumul de magia intunecata.	Evenimentul Halloween	
33023	Un cufar sinistru decorat cu sculpturi infricosatoare si dovleci stralucitori, care contine comori rare si recompense din adancurile Taramului Blestemat. Doar cei mai curajosi aventurieri ii vor descoperi secretele intunecate.	Evenimentul Halloween	
33024	Adunã insigne ºi schimbã-le pentru cufere sau materiale de imbunãtãþire.	
33025	Te invie pe tine sau pe un alt jucãtor in Templul Zodiac.	
33026	"Un cufãr de comori galben auriu ce poate conþine echipament Zodiac, eºarfe sau insigne."	
33027	"Un cufar ce contine pachet promoter pentru 7 zile. Continutul nu este negociabil."	
33028	"Un cufãr de comori auriu strãlucitor ce poate conþine talismane elementale, arme Zodiac sau eºarfe."	
33029	Material pentru imbunãtãþirea armelor Zodiac.	
33030	Material pentru imbunãtãþirea echipamentelor Zodiac.	
33031	Piatrã preþioasã in formã de floare pentru imbunãtãþirea talismanelor elementale.	
33032	Te invie pe tine sau pe un alt jucãtor in Templul Zodiac.	
33033	"Cufãr misterios ce poate conþine arme Zodiac, echipamente sau eºarfe."	
34067		
34068		
34069		
35000	O colecþie de plante uscate folosite pentru vindecare. Din pãcate sunt puþin prãfuite.	
35001	Ficatul unui tigru (pisica salbaticã)	
35002	Floare folositã pentru a arãta afecþiunea intr-un mod romantic. Se poate folosi doar de cãtre caracterele femei ºi bãrbaþi.	
360		
361		
362		
363		
364		
365		
366		
367		
368		
369		
370		
371		
372		
373		
374		
375		
376	"Material folosit pentru Sabie ªarpe pentru Rãzboinici, Ninja ºi Sura. Nu se poate supradepozita."	
38007	Voucher in valoare de 1000 de Monede Dragon. Obiectul nu este de vanzare.	
38008	Aduni cu 20% mai multe puncte de rang timp de 10 minute. (Durata acestui efect poate fi adãugatã de mai multe ori.)	
38009	Faci cu 40% mai multe daune PvE timp de 10 minute. (Durata acestui efect poate fi adãugatã de mai multe ori.)	
38010	Achiziþioneazã pachetul pentru a-þi umple cufãrul de rãzboi cu Yang. Nu se poate negocia.	
38011	Achiziþioneazã pachetul pentru a-þi umple cufãrul de rãzboi cu Yang. Nu se poate negocia.	
38015	O moneda rara, rezervata celor care isi demonstreaza adevarata valoare pe campul de lupta. Cu aceasta, iti poti procura singurele echipamente PvP permanente de pe server.O freza sau un costum ce simbolizeaza gloria eterna a eroilor.	Battlpass	
38016	O moneda rara, rezervata celor care isi demonstreaza adevarata valoare pe campul de lupta.	
38017	Voucher in valoare de 50 de Monede Tigru.	
38018	Voucher in valoare de 100 de Monede Tigru.	
38050	Un cufar misterios, plin de comori pescaresti. Deschide-l pentru a descoperi recompense variate, de la pesti rari si bonusuri speciale, pana la obiecte valoroase pentru aventurierii pasionati.
38051	Este nevoie de o cantitate substantiala de indemanare magica pentru a imblanzi spiritele rele. Acest cristal contine unul dintre cele cinci Sigilii ale Tigrului Regal.	
38052	Acest cufãr magnific ascunde o adevãratã comoarã regalã inãuntru. Obiectul se poate negocia.	
38053	Cufãrul este cioplit numai din gheaþã. Cu un clinchet melodios capacul se deschide ºi gerul iese la suprafaþã.	
38054	Misteriosul cufãr conþine un obiect aleatoriu.	
38055	Un animalut dragut se ascunde in aceasta cutie. Deschide-o si vei gasi un obiect aleatoriu.	
38056	"Acest cufãr, decorat cu brãduþi verzi, conþine o surprizã de Crãciun."	
38057	Cufãrul radiazã in raze albastre ºi conþine un obiect aleatoriu.	
38058	Licoarea te ajutã sã caºtigi 100% mai multã experienþã in trei ore de joc.	
38059	Cu aceastã mascã dai frau liber emoþiilor timp de 15 zile.	
38060	Conþine o emoþie aleatorie ce o poþi folosi 12 ore.	
380		
38100	O piatra care invoca Metinul Chaos Incepator. Monstrii care apar sunt nemaivazuti si iti vor pune curajul la incercare. Ai nevoie de minim level 25 pentru a beneficia de drop.	
38101	O relicva ce cheama Metinul Chaos Avansat, locuit de creaturi de cosmar. Este nevoie de minimum level 45 pentru a putea obtine drop din aceasta confruntare.	
38102	O sfera misterioasa ce dezlantuie Metinul Chaos Expert. Monstrii invocati sunt extrem de puternici. Doar eroii cu level 65+ se pot bucura de drop-ul special.	
38103	Un artefact rar care aduce la viata Metinul Chaos Maestru, sursa celor mai teribile creaturi. Este accesibil doar personajelor cu level minim 75 pentru a obtine drop.	
381		
38200	"Poþi folosi acest sigiliu pentru a-þi chema puiul de lup, Rufus."	
38201	"Poþi folosi acest sigiliu pentru a-þi chema puiul de lup, Rufus."	
382		
38305	Depoziteazã-l in banca breslei pentru a primi un teritoriu de breaslã bine situat. Inutil dupã distribuirea terenului la inceputul anului 2020.	
383		
384		
385		
386		
387		
388		
389		
39001	"Aceastã piatrã iþi garanteazã succesul in imbunãtãþirea obiectului. Pe langã asta, obiectul nu va fi nici distrus ºi nici decãzut. Obiectul se poate negocia."	
39002	Creste colectarea experientei cu 50% pentru 60 de minute. Obiectul se poate negocia.	
39003	Bãuturã care iþi regenereazã PV cu 500 pe loc. Obiectul se poate negocia.	
39004	Aceastã legendarã marmurã adaugã un al cincilea atribut obiectelor ce au deja patru atribute. Acestea totuºi pot eºua. Obiectul se poate negocia.	
39005	Cand combini la fierar acest minereu cu un Pergament Binecuvantat poþi crea Pergamentul Rãzboiului. Obiectul se poate negocia.	
39006	Rãzboinicii din vremurile strãvechi iºi arãtau curajul purtand o mantie coloratã care servea la atragerea monºtrilor. Obiectul se poate negocia.	
39007	Aceastã carte este binecuvantatã cu sufletul unui fierar inþelept. Creste sansa de a imbunãtãþi un obiect. Obiectul se poate negocia.	
39008	Va desface blestemul spiritelor rele daca invatatul nu are succes. Cu ajutorul acestui pergament poti citi un alt document in aceeasi zi. Obiectul se poate negocia.	
39009	Acest obiect te ajuta sa redistribui punctele unui skill. Obiectul se poate negocia.	
39010	Mareste viteza atacului cu 10% timp de 30 de minute. Obiectul se poate negocia.	
39011	Binecuvantare prin care PV-ul tau este recuperat imediat 100%. Obiectul se poate negocia.	
39012	Binecuvantare prin care PM-ul tau este recuperat imediat 100%. Obiectul se poate negocia.	
39013	Binecuvantare prin care PV-ul si PM-ul sunt recuperate imediat 100%. Obiectul se poate negocia.	
39014	imbunãtãþirea obiectului va avea succes (100%). Poate fi folosit pe obiecte de +0 la +3. Obiectul se poate negocia.	
39015	La fierar poti crea un manual al fierarului cu aceasta piatra si cu un pergament binecuvantat. Obiectul se poate negocia.	
39016	"Acest minereu, combinat cu un pergament al binecuvantarii te ajuta sa creezi la fierar un pergament al dragonului. Obiectul se poate negocia."	
39017	Creste maximul punctelor de PV cu 20% timp de 30 de minute. Obiectul se poate negocia.	
39018	Mareºte valoarea atacului cu 20% pentru 30 de minute. Acest obiect se poate negocia.	
39019	Mareste maximul de PM cu 20% pentru 30 de minute. Obiectul se poate negocia.	
39020	Scade daunele primite in timpul luptei cu 20% pentru 30 de minute. Acest obiect se poate negocia.	
39021	"Vitalitatea, puterea, Inteligenþa ºi dexteritatea caracterului tãu se vor mari de cinci ori. Obiectul se poate negocia."	
39022	"Reduce riscul distrugerii unui obiect dacã imbunãtãþirea eºueazã. in cazul eºuãrii, calitatea obiectului va fi scãzutã doar cu 1 punct. Adiþional, ºansa succesului la imbunãtãþire va creºte cu 10%. Obiectul se poate negocia."	
39023	"Elixirul imbunãtãþeºte calitatea obiectelor cercetate pe care le-ai colectat, crescand probabilitatea acceptãrii lor. Obiectul se poate negocia. Nu se aplicã misiunilor din Yohara."	
39024	Creste sansa unei lovituri critice cu 20% timp de 10 minute. Obiectul se poate negocia.	
39025	Creste sansa unei lovituri pãtrunzãtoare cu 20% timp de 10 minute. Obiectul se poate negocia.	
39026	Mareste viteza miscarii cu 60 timp de 30 de minute. Obiectul se poate negocia.	
39027	Elimina toate pietrele sparte dintr-un obiect. Astfel primesti o noua incercare de a imbunatati arma sau armura. Obiectul se poate negocia.	
39028	Elimina bonusurile unui obiect si adauga altele noi. Obiectul se poate negocia.	
39029	Daca esti norocos iti va adauga un nou bonus obiectelor tale (pana la 4 bonusuri maxim). Obiectul se poate negocia.	
39030	Creste sansa imbunãtãþirii abilitãþilor tale atunci cand citeºti urmãtoarea carte (sau Piatra Sufletului) de 2.5 ori. Obiectul se poate negocia.	
39031	Aceasta licoare scade timpul de incarcare al abilitatilor cu 20% pentru 30 de minute. Obiectul se poate negocia.	
39032	Creste punctele gradului cu 2000 (durata timp: 8 ore). Obiectul se poate negocia.	
39033	Acest pergament te ajuta sa indepartezi ultima Piatra a Spiritului adaugata pe un obiect. Obiectul se poate negocia.	
39034	Aceatã bucatã de zahãr permite sã dai mountului tãu un nume. De asemenea creºte valoarea de apãrare a acestuia cu 20. Obiectul se poate negocia.	
39035	Te ajuta sa arati un obiect din inventarul tau unui alt jucator. Sticla se sparge dupa folosire. Obiectul se poate negocia.	
39036	"Atunci cand sunt purtati, papucii iti cresc viteza de miscare cu 30 pentru 30 de ore de joc. Obiectul se poate negocia."	
39037	"Umplerea automata a PV-ului. Contine 1,000,000 de PV. Obiectul se poate negocia."	
39038	"Umplerea automata a PV-ului. Contine 3,000,000 de PV. Obiectul se poate negocia."	
39039	"Umplerea automata a PV-ului. Contine 7,000,000 de PV. Obiectul se poate negocia."	
39040	"Umplerea automata a PM-ului. Contine 100,000 de PM. Obiectul se poate negocia."	
39041	"Umplerea automata a PM-ului. Contine 300,000 de PM. Obiectul se poate negocia."	
39042	"Umplerea automata a PM-ului. Contine 700,000 de PM. Obiectul se poate negocia."	
39043	Pergamentul te ajuta sa te intorci in ultima locatie marcata de tine. Obiectul se poate negocia.	
39044	Pachet cu echipament folositor pentru Lycani.	
39045	Pachet mare cu echipament folositor pentru Lycani.	
39046	Foloseste Certificatul Anularii pentru a inlatura bonusurile de pe o Esarfa.	
39047	Pachet cu obiecte de echipament folositoare pentru Rãzboinic Corp.	
39048	Pachet mare cu obiecte de echipament folositoare pentru Rãzboinic Corp.	
39049	Pachet cu obiecte de echipament folositoare pentru Rãzboinic Mental.	
39050	Pachet mare cu obiecte de echipament folositoare pentru Rãzboinic Mental.	
39051	Pachet cu obiecte de echipament folositoare pentru Ninja Sabie.	
39052	Pachet mare cu obiecte de echipament folositoare pentru Ninja Sabie.	
39053	Pachet mare cu obiecte de echipament folositoare pentru Ninja Arc.	
39054	Pachet mare cu obiecte de echipament folositoare pentru Ninja Arc.	
39055	Pachet cu obiecte de echipament folositoare pentru Sura Arme.	
39056	Pachet mare cu obiecte de echipament folositoare pentru Sura Arme.	
39057	Pachet cu obiecte de echipament folositoare pentru Sura Magie.	
39058	Pachet mare cu obiecte de echipament folositoare pentru Sura Magie.	
39059	Pachet cu obiecte de echipament folositoare pentru ªaman Dragon.	
39060	Pachet mare cu obiecte de echipament folositoare pentru ªaman Dragon.	
39061	Pachet cu obiecte de echipament folositoare pentru ªaman Vindecare.	
39062	Pachet mare cu obiecte de echipament folositoare pentru ªaman Vindecare.	
39063	Actualizeazã Piaþã Gaya inainte de timpul standard de 5 ore ºi gãseºte obiecte noi.	
39064	"Extinde Piaþã Gaya, deschide un loc suplimentar pentru a oferta obiecte, incepand cu primul loc din al doilea rand."	
39065		
39066		
39067	Cu puþin noroc acest cufãr poate conþine o Marcasitã de culoare aleatorie.	
39068	Conþine o carte de abilitãþi sau cu puþin noroc o marcasitã de o culoare aleatorie. ªansa de a lua o marcasitã este mai mare decat dintr-un Cufãr Marcasitã obiºnuit.	
39069	Conþine 5 marcasite transparente de culoare aleatorie.	
39070	O materie primã care oferã o anumitã ºansã de a adãuga al 6lea sau al 7lea bonus. Nivel obiect: 0-29	
39071	O materie primã care oferã o anumitã ºansã de a adãuga al 6lea sau al 7lea bonus. Nivel obiect: 31-39	
39072	O materie primã care oferã o anumitã ºansã de a adãuga al 6lea sau al 7lea bonus. Nivel obiect: 40-49	
39073	O materie primã care oferã o anumitã ºansã de a adãuga al 6lea sau al 7lea bonus. Nivel obiect: 50-59	
39074	O materie primã care oferã o anumitã ºansã de a adãuga al 6lea sau al 7lea bonus. Nivel obiect: 60-74	
39075	O materie primã care oferã o anumitã ºansã de a adãuga al 6lea sau al 7lea bonus. Nivel obiect: 76-89	
39076	O materie primã care oferã o anumitã ºansã de a adãuga al 6lea sau al 7lea bonus. Nivel obiect: 90-104	
39077	O materie primã care oferã o anumitã ºansã de a adãuga al 6lea sau al 7lea bonus. Nivel obiect: 106-120	
39078	Un material rar care oferã o anumitã ºansã de a adãuga al 6lea sau al 7lea bonus. Poate fi gãsit numai la ºefi. Nivel obiect: 30	
39079	Un material rar care oferã o anumitã ºansã de a adãuga al 6lea sau al 7lea bonus. Poate fi gãsit numai la ºefi. Nivel obiect: 75	
39080	Un material rar care oferã o anumitã ºansã de a adãuga al 6lea sau al 7lea bonus. Poate fi gãsit numai la ºefi. Nivel obiect: 105	
39081	O materie primã care oferã o anumitã ºansã de a adãuga al 6lea sau al 7lea bonus. Nivel obiect: 120-150 (Nivel Obiect 1-30)	
39085	Material pentru un Ciob Coif Sfant II.	
39086	Material pentru un Ciob Coif Glorios II.	
39087	Material pentru un Ciob Coif Cavaler II.	
39088	"Material de aplicat un efect sfant de set pe un coif, la fierar."	
39089	"Material de aplicat un efect glorios de set pe un coif, la fierar."	
39090	"Material de aplicat un efect cavaleresc de set pe un coif, la fierar. Poate fi imbunãtãþit la Ciob Coif Roial II."	
39091	Material pentru un Ciob Armurã Sfantã II.	
39092	Material pentru un Ciob Armurã Glorioasã II.	
39093	Material pentru un Ciob Armurã Cavaler II.	
39094	"Material de aplicat un efect sfant de set pe o armurã, la fierar."	
39095	"Material de aplicat un efect glorios de set pe o armurã, la fierar."	
39096	"Material de aplicat un efect cavaleresc de set pe o armurã, la fierar. Poate fi imbunãtãþit la Ciob Armurã Roialã II."	
39097	Material pentru un Ciob Armã Sfantã II.	
39098	Material pentru un Ciob Armã Glorioasã II.	
39099	Material pentru un Ciob Armã Cavaler II.	
390		
39100	"Material de aplicat un efect sfant de set pe o armã, la fierar."	
39101	"Material de aplicat un efect glorios de set pe o armã, la fierar."	
39102	"Material de aplicat un efect cavaleresc de set pe o armã, la fierar. Poate fi imbunãtãþit la Ciob Armã Roialã II."	
39103	"Material de aplicat un efect roial de set pe un coif, la fierar. Poate fi imbunãtãþit la Ciob Coif Maiestuos II"	
39104	"Material de aplicat un efect roial de set pe o armurã, la fierar. Poate fi imbunãtãþit la Ciob Armurã Maiestuoasã II."	
39105	"Material de aplicat un efect roial de set pe o armã, la fierar. Poate fi imbunãtãþit la Ciob Armã Maiestuoasã II."	
39106	"Material de aplicat un efect maiestuos de set pe un coif, la fierar."	
39107	"Material de aplicat un efect maiestuos de set pe o armurã, la fierar."	
39108	"Material de aplicat un efect maiestuos de set pe o armã, la fierar."	
39110	"Material de aplicat un efect de set pe un coif, la fierar."	
39111	"Material de aplicat un efect de set pe o armurã, la fierar."	
39112	"Material de aplicat un efect de set pe o armã, la fierar."	
39113	iþi acordã imunitate la Blestemul Elementar timp de 10 minute atunci cand este folosit pe Platoul Forþelor Primare. Poþi pãstra inelul in inventar doar pentru o anumitã perioadã de timp.	
39114	Un inel vechi, care sporeste eficienta in crearea itemelor impotriva Pietrelor Metin.	
39115	Trage peste un obiect cu efect de set pentru a inlãtura efectul.	
39116	Foloseºte inelul pe Tãramul Elementelor pentru a avea teleportarea garantatã pe Platoul Forþelor Primare.	
39117	Creeazã un insoþitor elementar la statuie langã port.	
39118	Aceastã licoare poate fi folositã doar in Tãramul Elementelor. iþi oferã +5% atac magic/fizic | +10% rezistenþã elemente	
39119	Amuleta strãlucitoare iþi oferã +10% putere impotriva tuturor elementelor	
39120	Amuleta strãlucitoare iþi oferã +10% rezistenþã impotriva tuturor elementelor	
391		
392		
393		
394		
395		
396	Material folosit pentru Lamã ªarpe pentru Sura. Nu se poate supradepozita.	
40002	Acest inel te ajuta sa creezi iteme puternice impotriva bosilor, sporindu-ti sansele de victorie.
40003	Un inel magic ce imbunatateste abilitatile de craftare pentru itemele destinate luptei impotriva Pietrelor Metin.
40004	Un inel rar, creat special pentru a imbunatati craftarea itemelor puternice impotriva bosilor.
40101	Acest accesoriu pentru armã iþi va transforma sabia intr-o drujbã de Halloween.	
40102	Acest accesoriu pentru armã iþi va transforma pumnalul intr-o drujbã de Halloween.	
40103	Acest accesoriu pentru armã iþi va transforma arcul intr-o drujbã de Halloween.	
40104	Acest accesoriu pentru armã iþi va transforma spada intr-o drujbã de Halloween.	
40105	Acest accesoriu pentru armã iþi va transforma clopotul intr-o drujbã de Halloween.	
40106	Acest accesoriu pentru armã iþi va transforma evantaiul intr-o drujbã de Halloween.	
40107	Acest accesoriu pentru armã iþi va transforma gheara intr-o drujbã de Halloween.	
40108	O lama invaluita in lumina argintie a lunii, rapida si imprevizibila in lupta.	30 Zile	
40109	Lame zimtate, create pentru a sfasia armurile si a lasa doar haos in urma.	30 Zile		
40110	Un arc spectral, ale carui sageti de umbra strapung orice aparare.	30 Zile		
40111	O arma legendara, forjata din solzi de dragon, ce arde cu puterea unui zeu al razboiului.	30 Zile		
40112	Un clopot blestemat, al carui sunet prevesteste moartea adversarilor.	30 Zile		
40113	Un evantai imbibat cu suflul unui dragon, capabil sa creeze tornade devastatoare.	30 Zile	
40114	Acest accesoriu pentru armã iþi va transforma gheara intr-o drujbã de Halloween. iþi ofera cel puþin un bonus aleatoriu.	
40115	Un accesoriu de armã ce transformã sabia ta intr-o acadea de Crãciun.	
40116	Un accesoriu de armã ce transformã pumnalul tãu intr-o acadea de Crãciun.	
40117	Un accesoriu de armã ce transformã arcul tãu intr-o acadea ren de Crãciun.	
40118	Un accesoriu de armã ce transformã glaivele intr-o turta dulce de Crãciun.	
40119	Un accesoriu de armã ce transformã clopotul tãu intr-o acadea de Crãciun.	
40120	Un accesoriu de armã ce transformã evantaiul tãu intr-o acadea de Crãciun.	
40121	Un accesoriu de armã ce transformã gheara ta intr-un ren de Crãciun.	
40122	Un accesoriu de armã ce transformã sabia ta intr-o acadea de Crãciun. iþi oferã cel puþin un bonus aleatoriu.	
40123	Un accesoriu de armã ce transformã pumnalul tãu intr-o acadea de Crãciun. iþi oferã cel puþin un bonus aleatoriu.	
40124	Un accesoriu de armã ce transformã arcul tãu intr-o acadea ren de Crãciun. iþi oferã cel puþin un bonus aleatoriu.	
40125	Un accesoriu de armã ce transformã glaivele intr-o turta dulce de Crãciun. iþi oferã cel puþin un bonus aleatoriu.	
40126	Un accesoriu de armã ce transformã clopotul tãu intr-o acadea de Crãciun. iþi oferã cel puþin un bonus aleatoriu.	
