54r	prob	cost	vnum0	count0	vnum1	count1	vnum2	count2	vnum3	count3	vnum4	count4
947	90	2000000	30037	5	30003	10	0	0	0	0	0	0
948	85	4000000	30075	5	30092	10	0	0	0	0	0	0
949	80	6000000	30055	5	30081	10	79605	1	0	0	0	0
950	65	8000000	30076	5	30048	10	79605	2	0	0	0	0
951	55	10000000	30080	5	30085	10	79605	3	0	0	0	0
952	45	12000000	30040	10	30061	10	79605	4	0	0	0	0
953	35	14000000	30014	10	27992	2	30550	2	0	0	0	0
954	30	16000000	30167	10	27993	2	30550	3	0	0	0	0
955	25	20000000	30196	2	27994	2	30550	4	0	0	0	0
956	100	500000000	71129	4	71123	4	27991	4	50513	50	0	0
957	100	500000	0	0	0	0	0	0	0	0	0	0
958	90	1000000	0	0	0	0	0	0	0	0	0	0
959	80	2000000	0	0	0	0	0	0	0	0	0	0
960	70	3000000	0	0	0	0	0	0	0	0	0	0
961	55	4000000	0	0	0	0	0	0	0	0	0	0
962	45	5000000	0	0	0	0	0	0	0	0	0	0
963	35	10000000	0	0	0	0	0	0	0	0	0	0
964	30	15000000	0	0	0	0	0	0	0	0	0	0
965	25	20000000	0	0	0	0	0	0	0	0	0	0
966	95	500000	0	0	0	0	0	0	0	0	0	0
967	90	600000	0	0	0	0	0	0	0	0	0	0
968	85	700000	0	0	0	0	0	0	0	0	0	0
969	80	800000	30137	1	30033	2	0	0	0	0	0	0
970	70	900000	30137	2	30077	2	0	0	0	0	0	0
971	60	1000000	70042	1	30051	2	0	0	0	0	0	0
972	50	1100000	70042	2	30022	2	0	0	0	0	0	0
973	45	1200000	30326	1	30016	2	0	0	0	0	0	0
974	40	1300000	30326	2	30085	2	0	0	0	0	0	0
975	77	300000	50001	1	0	0	0	0	0	0	0	0
976	68	500000	50001	1	0	0	0	0	0	0	0	0
977	59	750000	30083	6	50001	2	0	0	0	0	0	0
978	50	1000000	30060	6	50001	2	0	0	0	0	0	0
979	80	300000	50001	1	0	0	0	0	0	0	0	0
980	65	500000	50001	1	0	0	0	0	0	0	0	0
981	55	750000	30079	6	50001	2	0	0	0	0	0	0
982	45	1000000	30015	6	50001	2	0	0	0	0	0	0
1000	100	1000000	0	0	0	0	0	0	0	0	0	0
1001	75	2000000	31122	5	31123	5	0	0	0	0	0	0
1002	70	3000000	31132	1	31122	10	31123	10	0	0	0	0
1003	65	4000000	31132	3	31124	2	27992	1	0	0	0	0
1004	55	5000000	31132	5	31125	2	27993	1	0	0	0	0
1005	45	6000000	31130	2	31131	2	27994	1	0	0	0	0
1006	30	7000000	31133	2	31126	2	27992	2	0	0	0	0
1007	22	8000000	31134	1	31129	1	27993	2	0	0	0	0
1008	15	9000000	31135	1	31128	1	27994	2	0	0	0	0
1009	100	1000000	0	0	0	0	0	0	0	0	0	0
1010	75	2000000	31122	5	31123	5	0	0	0	0	0	0
1011	70	3000000	31132	1	31122	10	31123	10	0	0	0	0
1012	65	4000000	31132	3	31124	2	27992	1	0	0	0	0
1013	55	5000000	31132	5	31125	2	27993	1	0	0	0	0
1014	45	6000000	31130	2	31131	2	27994	1	0	0	0	0
1015	30	7000000	31133	1	31126	1	27992	2	0	0	0	0
1016	22	8000000	31134	1	31129	1	27993	2	0	0	0	0
1017	15	9000000	31135	1	31128	1	27994	2	0	0	0	0
1018	100	1000000	31122	5	31123	5	0	0	0	0	0	0
1019	75	2000000	31122	10	31123	10	0	0	0	0	0	0
1020	70	3000000	31124	2	31125	2	0	0	0	0	0	0
1021	65	4000000	30501	2	30504	2	30507	2	0	0	0	0
1022	55	5000000	30512	2	30509	2	30515	2	0	0	0	0
1023	45	6000000	30511	2	30517	2	30514	2	0	0	0	0
1024	30	7000000	30500	2	30506	2	30503	2	0	0	0	0
1025	22	8000000	31036	2	30519	2	31024	2	0	0	0	0
1026	15	9000000	30510	2	30513	2	30516	2	0	0	0	0
1027	100	1000000	31122	5	31123	5	0	0	0	0	0	0
1028	75	2000000	31122	10	31123	10	0	0	0	0	0	0
1029	70	3000000	31124	2	31125	2	0	0	0	0	0	0
1030	65	4000000	30501	2	30504	2	30507	2	0	0	0	0
1031	55	5000000	30512	2	30509	2	30515	2	0	0	0	0
1032	45	6000000	30511	2	30517	2	30514	2	0	0	0	0
1033	30	7000000	30500	2	30506	2	30503	2	0	0	0	0
1034	22	8000000	31036	2	30519	2	31024	2	0	0	0	0
1035	15	9000000	30510	2	30513	2	30516	2	0	0	0	0
1036	90	500000	0	0	0	0	0	0	0	0	0	0
1037	80	600000	0	0	0	0	0	0	0	0	0	0
1038	70	700000	0	0	0	0	0	0	0	0	0	0
1039	60	800000	30057	1	30137	1	0	0	0	0	0	0
1040	50	900000	30032	2	70042	1	0	0	0	0	0	0
1041	45	1000000	30078	2	30326	1	0	0	0	0	0	0
1042	40	1100000	30051	2	27799	2	0	0	0	0	0	0
1043	35	1200000	30055	2	27987	2	0	0	0	0	0	0
1044	30	1300000	30047	2	27987	2	0	0	0	0	0	0
1045	90	25000	0	0	0	0	0	0	0	0	0	0
1046	80	50000	0	0	0	0	0	0	0	0	0	0
1047	70	70000	0	0	0	0	0	0	0	0	0	0
1048	60	80000	30034	1	27799	1	0	0	0	0	0	0
1049	50	100000	30021	2	27987	1	0	0	0	0	0	0
1050	45	150000	30008	2	27987	1	0	0	0	0	0	0
1051	40	200000	30057	2	30137	1	0	0	0	0	0	0
1052	35	250000	30006	2	70042	1	0	0	0	0	0	0
1053	30	300000	30077	2	30326	1	0	0	0	0	0	0
1054	95	500000	0	0	0	0	0	0	0	0	0	0
1055	85	600000	0	0	0	0	0	0	0	0	0	0
1056	80	700000	0	0	0	0	0	0	0	0	0	0
1057	75	800000	30071	2	0	0	0	0	0	0	0	0
1058	70	900000	30034	2	0	0	0	0	0	0	0	0
1059	60	1000000	30052	2	0	0	0	0	0	0	0	0
1060	50	1100000	30037	2	0	0	0	0	0	0	0	0
1061	45	1200000	30008	2	27987	1	0	0	0	0	0	0
1062	40	1300000	30046	2	27987	2	0	0	0	0	0	0
1063	90	1000000	0	0	0	0	0	0	0	0	0	0
1064	80	2000000	0	0	0	0	0	0	0	0	0	0
1065	70	3000000	0	0	0	0	0	0	0	0	0	0
1066	60	4000000	30010	2	0	0	0	0	0	0	0	0
1067	50	5000000	30073	2	0	0	0	0	0	0	0	0
1068	45	6000000	30005	2	0	0	0	0	0	0	0	0
1069	40	7000000	30075	2	0	0	0	0	0	0	0	0
1070	35	8000000	30078	2	27987	1	0	0	0	0	0	0
1071	30	9000000	30081	2	27987	2	0	0	0	0	0	0
1072	90	600	0	0	0	0	0	0	0	0	0	0
1073	80	1200	0	0	0	0	0	0	0	0	0	0
1074	70	2500	0	0	0	0	0	0	0	0	0	0
1075	60	5000	30021	2	0	0	0	0	0	0	0	0
1076	50	10000	30033	2	0	0	0	0	0	0	0	0
1077	45	20000	30030	2	0	0	0	0	0	0	0	0
1078	40	30000	30070	2	0	0	0	0	0	0	0	0
1079	35	45000	30018	2	0	0	0	0	0	0	0	0
1080	30	75000	30017	2	0	0	0	0	0	0	0	0
1081	95	500000	0	0	0	0	0	0	0	0	0	0
1082	85	600000	0	0	0	0	0	0	0	0	0	0
1083	80	700000	0	0	0	0	0	0	0	0	0	0
1084	75	800000	30071	2	0	0	0	0	0	0	0	0
1085	70	900000	30034	2	0	0	0	0	0	0	0	0
1086	60	1000000	30052	2	0	0	0	0	0	0	0	0
1087	50	1100000	30037	2	0	0	0	0	0	0	0	0
1088	45	1200000	30008	2	27987	1	0	0	0	0	0	0
1089	40	1300000	30046	2	27987	2	0	0	0	0	0	0
1090	90	1000000	0	0	0	0	0	0	0	0	0	0
1091	80	2000000	0	0	0	0	0	0	0	0	0	0
1092	70	3000000	0	0	0	0	0	0	0	0	0	0
1093	60	4000000	30010	2	0	0	0	0	0	0	0	0
1094	50	5000000	30073	2	0	0	0	0	0	0	0	0
1095	45	6000000	30005	2	0	0	0	0	0	0	0	0
1096	40	7000000	30075	2	0	0	0	0	0	0	0	0
1097	35	8000000	30078	2	27987	1	0	0	0	0	0	0
1098	30	9000000	30081	2	27987	2	0	0	0	0	0	0
1099	95	500000	0	0	0	0	0	0	0	0	0	0
1100	85	600000	0	0	0	0	0	0	0	0	0	0
1101	80	700000	0	0	0	0	0	0	0	0	0	0
1102	75	800000	30053	2	0	0	0	0	0	0	0	0
1103	70	900000	30011	2	0	0	0	0	0	0	0	0
1104	60	1000000	30032	2	0	0	0	0	0	0	0	0
1105	50	1100000	30037	2	0	0	0	0	0	0	0	0
1106	45	1200000	30007	2	0	0	0	0	0	0	0	0
1107	40	1300000	30058	2	27987	2	0	0	0	0	0	0
1108	95	500000	0	0	0	0	0	0	0	0	0	0
1109	85	600000	0	0	0	0	0	0	0	0	0	0
1110	80	700000	0	0	0	0	0	0	0	0	0	0
1111	75	800000	30072	2	0	0	0	0	0	0	0	0
1112	70	900000	30018	2	0	0	0	0	0	0	0	0
1113	60	1000000	30074	2	0	0	0	0	0	0	0	0
1114	50	1100000	30075	2	0	0	0	0	0	0	0	0
1115	45	1200000	30076	2	27987	1	0	0	0	0	0	0
1116	40	1300000	30056	2	27987	1	0	0	0	0	0	0
1117	95	500000	0	0	0	0	0	0	0	0	0	0
1118	85	600000	0	0	0	0	0	0	0	0	0	0
1119	80	700000	0	0	0	0	0	0	0	0	0	0
1120	75	800000	30053	2	0	0	0	0	0	0	0	0
1121	70	900000	30011	2	0	0	0	0	0	0	0	0
1122	60	1000000	30032	2	0	0	0	0	0	0	0	0
1123	50	1100000	30037	2	0	0	0	0	0	0	0	0
1124	45	1200000	30007	2	0	0	0	0	0	0	0	0
1125	40	1300000	30058	2	27987	2	0	0	0	0	0	0
1126	95	500000	0	0	0	0	0	0	0	0	0	0
1127	85	600000	0	0	0	0	0	0	0	0	0	0
1128	80	700000	0	0	0	0	0	0	0	0	0	0
1129	75	800000	30072	2	0	0	0	0	0	0	0	0
1130	70	900000	30018	2	0	0	0	0	0	0	0	0
1131	60	1000000	30074	2	0	0	0	0	0	0	0	0
1132	50	1100000	30075	2	0	0	0	0	0	0	0	0
1133	45	1200000	30076	2	27987	1	0	0	0	0	0	0
1134	40	1300000	30056	2	27987	1	0	0	0	0	0	0
601	100	1000000	31123	10	31122	10	0	0	0	0	0	0
602	75	2000000	31132	10	31130	1	31131	1	0	0	0	0
603	70	3000000	30501	2	30504	2	30507	2	0	0	0	0
604	65	4000000	30505	2	30620	2	31036	2	0	0	0	0
605	55	5000000	30502	2	31127	2	31024	2	0	0	0	0
606	45	6000000	30508	2	30630	2	30519	2	0	0	0	0
607	30	7000000	31133	1	31126	1	30510	2	0	0	0	0
608	22	8000000	31134	1	31129	1	30513	2	0	0	0	0
609	15	9000000	31135	1	31128	1	30516	2	0	0	0	0
610	100	50000000	30511	5	30512	5	30500	5	70031	5	0	0
611	90	2000000	0	0	0	0	0	0	0	0	0	0
612	85	3000000	0	0	0	0	0	0	0	0	0	0
613	80	4000000	0	0	0	0	0	0	0	0	0	0
614	70	5000000	30010	2	0	0	0	0	0	0	0	0
615	60	6000000	30073	2	0	0	0	0	0	0	0	0
616	50	7000000	30005	2	0	0	0	0	0	0	0	0
617	45	8000000	30075	2	27799	1	0	0	0	0	0	0
618	35	9000000	30081	2	27987	2	0	0	0	0	0	0
619	95	500000	0	0	0	0	0	0	0	0	0	0
620	85	600000	0	0	0	0	0	0	0	0	0	0
621	80	700000	0	0	0	0	0	0	0	0	0	0
622	75	800000	0	0	0	0	0	0	0	0	0	0
623	70	900000	30010	2	0	0	0	0	0	0	0	0
624	60	1000000	30073	2	0	0	0	0	0	0	0	0
625	50	1100000	30005	2	0	0	0	0	0	0	0	0
626	45	1200000	30075	2	27799	1	0	0	0	0	0	0
627	40	1300000	30078	2	27987	1	0	0	0	0	0	0
628	100	50000000	30509	5	30506	5	71123	5	71129	5	0	0
629	100	50000000	30620	2	31127	2	30630	2	50001	20	31045	1
630	100	50000000	30513	5	30517	5	30514	5	30508	5		
