ITEM_VNUM~RANGE	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	GOLD	SHOP_BUY_PRICE	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
10471	Talisman Intunecat+181	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10472	491	0	1	60	0	0	104	181	0	0	0	0	0	0	0	0	0	0	0	0	0
10472	Talisman Intunecat+182	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10473	492	0	1	60	0	0	104	182	0	0	0	0	0	0	0	0	0	0	0	0	0
10473	Talisman Intunecat+183	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10474	493	0	1	60	0	0	104	183	0	0	0	0	0	0	0	0	0	0	0	0	0
10474	Talisman Intunecat+184	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10475	494	0	1	60	0	0	104	184	0	0	0	0	0	0	0	0	0	0	0	0	0
10475	Talisman Intunecat+185	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10476	495	0	1	60	0	0	104	185	0	0	0	0	0	0	0	0	0	0	0	0	0
10476	Talisman Intunecat+186	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10477	496	0	1	60	0	0	104	186	0	0	0	0	0	0	0	0	0	0	0	0	0
10477	Talisman Intunecat+187	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10478	497	0	1	60	0	0	104	187	0	0	0	0	0	0	0	0	0	0	0	0	0
10478	Talisman Intunecat+188	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10479	498	0	1	60	0	0	104	188	0	0	0	0	0	0	0	0	0	0	0	0	0
10479	Talisman Intunecat+189	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10480	499	0	1	60	0	0	104	189	0	0	0	0	0	0	0	0	0	0	0	0	0
10480	Talisman Intunecat+190	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10481	490	0	1	60	0	0	104	190	0	0	0	0	0	0	0	0	0	0	0	0	0
10481	Talisman Intunecat+191	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10482	491	0	1	60	0	0	104	191	0	0	0	0	0	0	0	0	0	0	0	0	0
10482	Talisman Intunecat+192	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10483	492	0	1	60	0	0	104	192	0	0	0	0	0	0	0	0	0	0	0	0	0
10483	Talisman Intunecat+193	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10484	493	0	1	60	0	0	104	193	0	0	0	0	0	0	0	0	0	0	0	0	0
10484	Talisman Intunecat+194	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10485	494	0	1	60	0	0	104	194	0	0	0	0	0	0	0	0	0	0	0	0	0
10485	Talisman Intunecat+195	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10486	495	0	1	60	0	0	104	195	0	0	0	0	0	0	0	0	0	0	0	0	0
10486	Talisman Intunecat+196	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10487	496	0	1	60	0	0	104	196	0	0	0	0	0	0	0	0	0	0	0	0	0
10487	Talisman Intunecat+197	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10488	497	0	1	60	0	0	104	197	0	0	0	0	0	0	0	0	0	0	0	0	0
10488	Talisman Intunecat+198	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10489	498	0	1	60	0	0	104	198	0	0	0	0	0	0	0	0	0	0	0	0	0
10489	Talisman Intunecat+199	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10490	499	0	1	60	0	0	104	199	0	0	0	0	0	0	0	0	0	0	0	0	0
10490	Talisman Intunecat+200	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	0	0	0	1	60	0	0	104	200	0	0	0	0	0	0	0	0	0	0	0	0	0
10520	Talisman Vant+0	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10521	470	0	1	20	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10521	Talisman Vant+1	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10522	471	0	1	20	0	0	102	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10522	Talisman Vant+2	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10523	472	0	1	20	0	0	102	2	0	0	0	0	0	0	0	0	0	0	0	0	0
10523	Talisman Vant+3	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10524	473	0	1	20	0	0	102	3	0	0	0	0	0	0	0	0	0	0	0	0	0
10524	Talisman Vant+4	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10525	474	0	1	20	0	0	102	4	0	0	0	0	0	0	0	0	0	0	0	0	0
10525	Talisman Vant+5	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10526	475	0	1	20	0	0	102	5	0	0	0	0	0	0	0	0	0	0	0	0	0
10526	Talisman Vant+6	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10527	476	0	1	20	0	0	102	6	0	0	0	0	0	0	0	0	0	0	0	0	0
10527	Talisman Vant+7	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10528	477	0	1	20	0	0	102	7	0	0	0	0	0	0	0	0	0	0	0	0	0
10528	Talisman Vant+8	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10529	478	0	1	20	0	0	102	8	0	0	0	0	0	0	0	0	0	0	0	0	0
10529	Talisman Vant+9	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10530	479	0	1	20	0	0	102	9	0	0	0	0	0	0	0	0	0	0	0	0	0
10530	Talisman Vant+10	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10531	470	0	1	20	0	0	102	10	0	0	0	0	0	0	0	0	0	0	0	0	0
10531	Talisman Vant+11	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10532	471	0	1	20	0	0	102	11	0	0	0	0	0	0	0	0	0	0	0	0	0
10532	Talisman Vant+12	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10533	472	0	1	20	0	0	102	12	0	0	0	0	0	0	0	0	0	0	0	0	0
10533	Talisman Vant+13	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10534	473	0	1	20	0	0	102	13	0	0	0	0	0	0	0	0	0	0	0	0	0
10534	Talisman Vant+14	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10535	474	0	1	20	0	0	102	14	0	0	0	0	0	0	0	0	0	0	0	0	0
10535	Talisman Vant+15	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10536	475	0	1	20	0	0	102	15	0	0	0	0	0	0	0	0	0	0	0	0	0
10536	Talisman Vant+16	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10537	476	0	1	20	0	0	102	16	0	0	0	0	0	0	0	0	0	0	0	0	0
10537	Talisman Vant+17	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10538	477	0	1	20	0	0	102	17	0	0	0	0	0	0	0	0	0	0	0	0	0
10538	Talisman Vant+18	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10539	478	0	1	20	0	0	102	18	0	0	0	0	0	0	0	0	0	0	0	0	0
10539	Talisman Vant+19	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10540	479	0	1	20	0	0	102	19	0	0	0	0	0	0	0	0	0	0	0	0	0
10540	Talisman Vant+20	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10541	470	0	1	20	0	0	102	20	0	0	0	0	0	0	0	0	0	0	0	0	0
10541	Talisman Vant+21	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10542	471	0	1	20	0	0	102	21	0	0	0	0	0	0	0	0	0	0	0	0	0
10542	Talisman Vant+22	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10543	472	0	1	20	0	0	102	22	0	0	0	0	0	0	0	0	0	0	0	0	0
10543	Talisman Vant+23	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10544	473	0	1	20	0	0	102	23	0	0	0	0	0	0	0	0	0	0	0	0	0
10544	Talisman Vant+24	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10545	474	0	1	20	0	0	102	24	0	0	0	0	0	0	0	0	0	0	0	0	0
10545	Talisman Vant+25	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10546	475	0	1	20	0	0	102	25	0	0	0	0	0	0	0	0	0	0	0	0	0
10546	Talisman Vant+26	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10547	476	0	1	20	0	0	102	26	0	0	0	0	0	0	0	0	0	0	0	0	0
10547	Talisman Vant+27	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10548	477	0	1	20	0	0	102	27	0	0	0	0	0	0	0	0	0	0	0	0	0
10548	Talisman Vant+28	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10549	478	0	1	20	0	0	102	28	0	0	0	0	0	0	0	0	0	0	0	0	0
10549	Talisman Vant+29	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10550	479	0	1	20	0	0	102	29	0	0	0	0	0	0	0	0	0	0	0	0	0
10550	Talisman Vant+30	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10551	470	0	1	20	0	0	102	30	0	0	0	0	0	0	0	0	0	0	0	0	0
10551	Talisman Vant+31	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10552	471	0	1	20	0	0	102	31	0	0	0	0	0	0	0	0	0	0	0	0	0
10552	Talisman Vant+32	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10553	472	0	1	20	0	0	102	32	0	0	0	0	0	0	0	0	0	0	0	0	0
10553	Talisman Vant+33	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10554	473	0	1	20	0	0	102	33	0	0	0	0	0	0	0	0	0	0	0	0	0
10554	Talisman Vant+34	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10555	474	0	1	20	0	0	102	34	0	0	0	0	0	0	0	0	0	0	0	0	0
10555	Talisman Vant+35	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10556	475	0	1	20	0	0	102	35	0	0	0	0	0	0	0	0	0	0	0	0	0
10556	Talisman Vant+36	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10557	476	0	1	20	0	0	102	36	0	0	0	0	0	0	0	0	0	0	0	0	0
10557	Talisman Vant+37	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10558	477	0	1	20	0	0	102	37	0	0	0	0	0	0	0	0	0	0	0	0	0
10558	Talisman Vant+38	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10559	478	0	1	20	0	0	102	38	0	0	0	0	0	0	0	0	0	0	0	0	0
10559	Talisman Vant+39	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10560	479	0	1	20	0	0	102	39	0	0	0	0	0	0	0	0	0	0	0	0	0
10560	Talisman Vant+40	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10561	470	0	1	30	0	0	102	40	0	0	0	0	0	0	0	0	0	0	0	0	0
10561	Talisman Vant+41	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10562	471	0	1	30	0	0	102	41	0	0	0	0	0	0	0	0	0	0	0	0	0
10562	Talisman Vant+42	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10563	472	0	1	30	0	0	102	42	0	0	0	0	0	0	0	0	0	0	0	0	0
10563	Talisman Vant+43	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10564	473	0	1	30	0	0	102	43	0	0	0	0	0	0	0	0	0	0	0	0	0
10564	Talisman Vant+44	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10565	474	0	1	30	0	0	102	44	0	0	0	0	0	0	0	0	0	0	0	0	0
10565	Talisman Vant+45	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10566	475	0	1	30	0	0	102	45	0	0	0	0	0	0	0	0	0	0	0	0	0
10566	Talisman Vant+46	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10567	476	0	1	30	0	0	102	46	0	0	0	0	0	0	0	0	0	0	0	0	0
10567	Talisman Vant+47	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10568	477	0	1	30	0	0	102	47	0	0	0	0	0	0	0	0	0	0	0	0	0
10568	Talisman Vant+48	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10569	478	0	1	30	0	0	102	48	0	0	0	0	0	0	0	0	0	0	0	0	0
10569	Talisman Vant+49	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10570	479	0	1	30	0	0	102	49	0	0	0	0	0	0	0	0	0	0	0	0	0
10570	Talisman Vant+50	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10571	470	0	1	30	0	0	102	50	0	0	0	0	0	0	0	0	0	0	0	0	0
10571	Talisman Vant+51	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10572	471	0	1	30	0	0	102	51	0	0	0	0	0	0	0	0	0	0	0	0	0
10572	Talisman Vant+52	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10573	472	0	1	30	0	0	102	52	0	0	0	0	0	0	0	0	0	0	0	0	0
10573	Talisman Vant+53	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10574	473	0	1	30	0	0	102	53	0	0	0	0	0	0	0	0	0	0	0	0	0
10574	Talisman Vant+54	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10575	474	0	1	30	0	0	102	54	0	0	0	0	0	0	0	0	0	0	0	0	0
10575	Talisman Vant+55	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10576	475	0	1	30	0	0	102	55	0	0	0	0	0	0	0	0	0	0	0	0	0
10576	Talisman Vant+56	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10577	476	0	1	30	0	0	102	56	0	0	0	0	0	0	0	0	0	0	0	0	0
10577	Talisman Vant+57	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10578	477	0	1	30	0	0	102	57	0	0	0	0	0	0	0	0	0	0	0	0	0
10578	Talisman Vant+58	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10579	478	0	1	30	0	0	102	58	0	0	0	0	0	0	0	0	0	0	0	0	0
10579	Talisman Vant+59	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10580	479	0	1	30	0	0	102	59	0	0	0	0	0	0	0	0	0	0	0	0	0
10580	Talisman Vant+60	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10581	470	0	1	30	0	0	102	60	0	0	0	0	0	0	0	0	0	0	0	0	0
10581	Talisman Vant+61	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10582	471	0	1	30	0	0	102	61	0	0	0	0	0	0	0	0	0	0	0	0	0
10582	Talisman Vant+62	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10583	472	0	1	30	0	0	102	62	0	0	0	0	0	0	0	0	0	0	0	0	0
10583	Talisman Vant+63	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10584	473	0	1	30	0	0	102	63	0	0	0	0	0	0	0	0	0	0	0	0	0
10584	Talisman Vant+64	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10585	474	0	1	30	0	0	102	64	0	0	0	0	0	0	0	0	0	0	0	0	0
10585	Talisman Vant+65	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10586	475	0	1	30	0	0	102	65	0	0	0	0	0	0	0	0	0	0	0	0	0
10586	Talisman Vant+66	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10587	476	0	1	30	0	0	102	66	0	0	0	0	0	0	0	0	0	0	0	0	0
10587	Talisman Vant+67	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10588	477	0	1	30	0	0	102	67	0	0	0	0	0	0	0	0	0	0	0	0	0
10588	Talisman Vant+68	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10589	478	0	1	30	0	0	102	68	0	0	0	0	0	0	0	0	0	0	0	0	0
10589	Talisman Vant+69	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10590	479	0	1	30	0	0	102	69	0	0	0	0	0	0	0	0	0	0	0	0	0
10590	Talisman Vant+70	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10591	470	0	1	30	0	0	102	70	0	0	0	0	0	0	0	0	0	0	0	0	0
10591	Talisman Vant+71	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10592	471	0	1	30	0	0	102	71	0	0	0	0	0	0	0	0	0	0	0	0	0
10592	Talisman Vant+72	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10593	472	0	1	30	0	0	102	72	0	0	0	0	0	0	0	0	0	0	0	0	0
10593	Talisman Vant+73	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10594	473	0	1	30	0	0	102	73	0	0	0	0	0	0	0	0	0	0	0	0	0
10594	Talisman Vant+74	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10595	474	0	1	30	0	0	102	74	0	0	0	0	0	0	0	0	0	0	0	0	0
10595	Talisman Vant+75	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10596	475	0	1	30	0	0	102	75	0	0	0	0	0	0	0	0	0	0	0	0	0
10596	Talisman Vant+76	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10597	476	0	1	30	0	0	102	76	0	0	0	0	0	0	0	0	0	0	0	0	0
10597	Talisman Vant+77	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10598	477	0	1	30	0	0	102	77	0	0	0	0	0	0	0	0	0	0	0	0	0
10598	Talisman Vant+78	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10599	478	0	1	30	0	0	102	78	0	0	0	0	0	0	0	0	0	0	0	0	0
10599	Talisman Vant+79	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10600	479	0	1	30	0	0	102	79	0	0	0	0	0	0	0	0	0	0	0	0	0
10600	Talisman Vant+80	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10601	470	0	1	40	0	0	102	80	0	0	0	0	0	0	0	0	0	0	0	0	0
10601	Talisman Vant+81	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10602	471	0	1	40	0	0	102	81	0	0	0	0	0	0	0	0	0	0	0	0	0
10602	Talisman Vant+82	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10603	472	0	1	40	0	0	102	82	0	0	0	0	0	0	0	0	0	0	0	0	0
10603	Talisman Vant+83	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10604	473	0	1	40	0	0	102	83	0	0	0	0	0	0	0	0	0	0	0	0	0
10604	Talisman Vant+84	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10605	474	0	1	40	0	0	102	84	0	0	0	0	0	0	0	0	0	0	0	0	0
10605	Talisman Vant+85	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10606	475	0	1	40	0	0	102	85	0	0	0	0	0	0	0	0	0	0	0	0	0
10606	Talisman Vant+86	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10607	476	0	1	40	0	0	102	86	0	0	0	0	0	0	0	0	0	0	0	0	0
10607	Talisman Vant+87	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10608	477	0	1	40	0	0	102	87	0	0	0	0	0	0	0	0	0	0	0	0	0
10608	Talisman Vant+88	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10609	478	0	1	40	0	0	102	88	0	0	0	0	0	0	0	0	0	0	0	0	0
10609	Talisman Vant+89	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10610	479	0	1	40	0	0	102	89	0	0	0	0	0	0	0	0	0	0	0	0	0
10610	Talisman Vant+90	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10611	470	0	1	40	0	0	102	90	0	0	0	0	0	0	0	0	0	0	0	0	0
10611	Talisman Vant+91	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10612	471	0	1	40	0	0	102	91	0	0	0	0	0	0	0	0	0	0	0	0	0
10612	Talisman Vant+92	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10613	472	0	1	40	0	0	102	92	0	0	0	0	0	0	0	0	0	0	0	0	0
10613	Talisman Vant+93	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10614	473	0	1	40	0	0	102	93	0	0	0	0	0	0	0	0	0	0	0	0	0
10614	Talisman Vant+94	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10615	474	0	1	40	0	0	102	94	0	0	0	0	0	0	0	0	0	0	0	0	0
10615	Talisman Vant+95	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10616	475	0	1	40	0	0	102	95	0	0	0	0	0	0	0	0	0	0	0	0	0
10616	Talisman Vant+96	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10617	476	0	1	40	0	0	102	96	0	0	0	0	0	0	0	0	0	0	0	0	0
10617	Talisman Vant+97	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10618	477	0	1	40	0	0	102	97	0	0	0	0	0	0	0	0	0	0	0	0	0
10618	Talisman Vant+98	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10619	478	0	1	40	0	0	102	98	0	0	0	0	0	0	0	0	0	0	0	0	0
10619	Talisman Vant+99	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10620	479	0	1	40	0	0	102	99	0	0	0	0	0	0	0	0	0	0	0	0	0
10620	Talisman Vant+100	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10621	470	0	1	40	0	0	102	100	0	0	0	0	0	0	0	0	0	0	0	0	0
10621	Talisman Vant+101	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10622	471	0	1	40	0	0	102	101	0	0	0	0	0	0	0	0	0	0	0	0	0
10622	Talisman Vant+102	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10623	472	0	1	40	0	0	102	102	0	0	0	0	0	0	0	0	0	0	0	0	0
10623	Talisman Vant+103	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10624	473	0	1	40	0	0	102	103	0	0	0	0	0	0	0	0	0	0	0	0	0
10624	Talisman Vant+104	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10625	474	0	1	40	0	0	102	104	0	0	0	0	0	0	0	0	0	0	0	0	0
10625	Talisman Vant+105	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10626	475	0	1	40	0	0	102	105	0	0	0	0	0	0	0	0	0	0	0	0	0
10626	Talisman Vant+106	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10627	476	0	1	40	0	0	102	106	0	0	0	0	0	0	0	0	0	0	0	0	0
10627	Talisman Vant+107	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10628	477	0	1	40	0	0	102	107	0	0	0	0	0	0	0	0	0	0	0	0	0
10628	Talisman Vant+108	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10629	478	0	1	40	0	0	102	108	0	0	0	0	0	0	0	0	0	0	0	0	0
10629	Talisman Vant+109	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10630	479	0	1	40	0	0	102	109	0	0	0	0	0	0	0	0	0	0	0	0	0
10630	Talisman Vant+110	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10631	470	0	1	40	0	0	102	110	0	0	0	0	0	0	0	0	0	0	0	0	0
10631	Talisman Vant+111	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10632	471	0	1	40	0	0	102	111	0	0	0	0	0	0	0	0	0	0	0	0	0
10632	Talisman Vant+112	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10633	472	0	1	40	0	0	102	112	0	0	0	0	0	0	0	0	0	0	0	0	0
10633	Talisman Vant+113	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	1	4096	NONE	180000	1250	10634	473	0	1	40	0	0	102	113	0	0	0	0	0	0	0	0	0	0	0	0	0
