Vnum	LocaleName
11259	Platosa de Dragon+9
11260	Platosa Solzi Albastri+0
11261	Platosa Solzi Albastri+1
11262	Platosa Solzi Albastri+2
11263	Platosa Solzi Albastri+3
11264	Platosa Solzi Albastri+4
11265	Platosa Solzi Albastri+5
11266	Platosa Solzi Albastri+6
11267	Platosa Solzi Albastri+7
11268	Platosa Solzi Albastri+8
11269	Platosa Solzi Albastri+9
11270	Platosa de Aur+0
11271	Platosa de Aur+1
11272	Platosa de Aur+2
11273	Platosa de Aur+3
11274	Platosa de Aur+4
11275	Platosa de Aur+5
11276	Platosa de Aur+6
11277	Platosa de Aur+7
11278	Platosa de Aur+8
11279	Platosa de Aur+9
11280	Armura Zeului Dragon+0
11281	Armura Zeului Dragon+1
11282	Armura Zeului Dragon+2
11283	Armura Zeului Dragon+3
11284	Armura Zeului Dragon+4
11285	Armura Zeului Dragon+5
11286	Armura Zeului Dragon+6
11287	Armura Zeului Dragon+7
11288	Armura Zeului Dragon+8
11289	Armura Zeului Dragon+9
11290	Armura de otel negru+0
11291	Armura de otel negru+1
11292	Armura de otel negru+2
11293	Armura de otel negru+3
11294	Armura de otel negru+4
11295	Armura de otel negru+5
11296	Armura de otel negru+6
11297	Armura de otel negru+7
11298	Armura de otel negru+8
11299	Armura de otel negru+9
11400	Costum de azur+0
11401	Costum de azur+1
11402	Costum de azur+2
11403	Costum de azur+3
11404	Costum de azur+4
11405	Costum de azur+5
11406	Costum de azur+6
11407	Costum de azur+7
11408	Costum de azur+8
11409	Costum de azur+9
11410	Costum de fildes+0
11411	Costum de fildes+1
11412	Costum de fildes+2
11413	Costum de fildes+3
11414	Costum de fildes+4
11415	Costum de fildes+5
11416	Costum de fildes+6
11417	Costum de fildes+7
11418	Costum de fildes+8
11419	Costum de fildes+9
11420	Costum rosu scarlatin+0
11421	Costum rosu scarlatin+1
11422	Costum rosu scarlatin+2
11423	Costum rosu scarlatin+3
11424	Costum rosu scarlatin+4
11425	Costum rosu scarlatin+5
11426	Costum rosu scarlatin+6
11427	Costum rosu scarlatin+7
11428	Costum rosu scarlatin+8
11429	Costum rosu scarlatin+9
11430	Costum furnica rosie+0
11431	Costum furnica rosie+1
11432	Costum furnica rosie+2
11433	Costum furnica rosie+3
11434	Costum furnica rosie+4
11435	Costum furnica rosie+5
11436	Costum furnica rosie+6
11437	Costum furnica rosie+7
11438	Costum furnica rosie+8
11439	Costum furnica rosie+9
11440	Costum furnica leu+0
11441	Costum furnica leu+1
11442	Costum furnica leu+2
11443	Costum furnica leu+3
11444	Costum furnica leu+4
11445	Costum furnica leu+5
11446	Costum furnica leu+6
11447	Costum furnica leu+7
11448	Costum furnica leu+8
11449	Costum furnica leu+9
11450	Costum de ninja+0
11451	Costum de ninja+1
11452	Costum de ninja+2
11453	Costum de ninja+3
11454	Costum de ninja+4
11455	Costum de ninja+5
11456	Costum de ninja+6
11457	Costum de ninja+7
11458	Costum de ninja+8
11459	Costum de ninja+9
11460	Costum de Dragon tanar+0
11461	Costum de Dragon tanar+1
11462	Costum de Dragon tanar+2
11463	Costum de Dragon tanar+3
11464	Costum de Dragon tanar+4
11465	Costum de Dragon tanar+5
11466	Costum de Dragon tanar+6
11467	Costum de Dragon tanar+7
11468	Costum de Dragon tanar+8
11469	Costum de Dragon tanar+9
11470	Costum de criminal+0
11471	Costum de criminal+1
11472	Costum de criminal+2
11473	Costum de criminal+3
11474	Costum de criminal+4
11475	Costum de criminal+5
11476	Costum de criminal+6
11477	Costum de criminal+7
11478	Costum de criminal+8
11479	Costum de criminal+9
11480	Costum de magnolie+0
11481	Costum de magnolie+1
11482	Costum de magnolie+2
11483	Costum de magnolie+3
11484	Costum de magnolie+4
11485	Costum de magnolie+5
11486	Costum de magnolie+6
11487	Costum de magnolie+7
11488	Costum de magnolie+8
11489	Costum de magnolie+9
11490	Costum de vant negru+0
11491	Costum de vant negru+1
11492	Costum de vant negru+2
11493	Costum de vant negru+3
11494	Costum de vant negru+4
11495	Costum de vant negru+5
11496	Costum de vant negru+6
11497	Costum de vant negru+7
11498	Costum de vant negru+8
11499	Costum de vant negru+9
11600	Platosa Recviem+0
11601	Platosa Recviem+1
11602	Platosa Recviem+2
11603	Platosa Recviem+3
11604	Platosa Recviem+4
11605	Platosa Recviem+5
11606	Platosa Recviem+6
11607	Platosa Recviem+7
11608	Platosa Recviem+8
11609	Platosa Recviem+9
11610	Armura Furtuna+0
11611	Armura Furtuna+1
11612	Armura Furtuna+2
11613	Armura Furtuna+3
11614	Armura Furtuna+4
11615	Armura Furtuna+5
11616	Armura Furtuna+6
11617	Armura Furtuna+7
11618	Armura Furtuna+8
11619	Armura Furtuna+9
11620	Platosa Ghinion+0
11621	Platosa Ghinion+1
11622	Platosa Ghinion+2
11623	Platosa Ghinion+3
11624	Platosa Ghinion+4
11625	Platosa Ghinion+5
11626	Platosa Ghinion+6
11627	Platosa Ghinion+7
11628	Platosa Ghinion+8
11629	Platosa Ghinion+9
11630	Platosa Fantoma+0
11631	Platosa Fantoma+1
11632	Platosa Fantoma+2
11633	Platosa Fantoma+3
11634	Platosa Fantoma+4
11635	Platosa Fantoma+5
11636	Platosa Fantoma+6
11637	Platosa Fantoma+7
11638	Platosa Fantoma+8
11639	Platosa Fantoma+9
11640	Platosa Yin Yang+0
11641	Platosa Yin Yang+1
11642	Platosa Yin Yang+2
11643	Platosa Yin Yang+3
11644	Platosa Yin Yang+4
11645	Platosa Yin Yang+5
11646	Platosa Yin Yang+6
11647	Platosa Yin Yang+7
11648	Platosa Yin Yang+8
11649	Platosa Yin Yang+9
11650	Platosa Mistica+0
11651	Platosa Mistica+1
11652	Platosa Mistica+2
11653	Platosa Mistica+3
11654	Platosa Mistica+4
11655	Platosa Mistica+5
11656	Platosa Mistica+6
11657	Platosa Mistica+7
11658	Platosa Mistica+8
11659	Platosa Mistica+9
11660	Platosa de Ceata+0
11661	Platosa de Ceata+1
11662	Platosa de Ceata+2
11663	Platosa de Ceata+3
11664	Platosa de Ceata+4
11665	Platosa de Ceata+5
11666	Platosa de Ceata+6
11667	Platosa de Ceata+7
11668	Platosa de Ceata+8
11669	Platosa de Ceata+9
11670	Armura Masca de Stafie+0
11671	Armura Masca de Stafie+1
11672	Armura Masca de Stafie+2
11673	Armura Masca de Stafie+3
11674	Armura Masca de Stafie+4
11675	Armura Masca de Stafie+5
11676	Armura Masca de Stafie+6
11677	Armura Masca de Stafie+7
11678	Armura Masca de Stafie+8
11679	Armura Masca de Stafie+9
11680	Platosa pentru suflet+0
11681	Platosa pentru suflet+1
11682	Platosa pentru suflet+2
11683	Platosa pentru suflet+3
11684	Platosa pentru suflet+4
11685	Platosa pentru suflet+5
11686	Platosa pentru suflet+6
11687	Platosa pentru suflet+7
11688	Platosa pentru suflet+8
11689	Platosa pentru suflet+9
11690	Platosa magica+0
11691	Platosa magica+1
11692	Platosa magica+2
11693	Platosa magica+3
11694	Platosa magica+4
11695	Platosa magica+5
11696	Platosa magica+6
11697	Platosa magica+7
11698	Platosa magica+8
11699	Platosa magica+9
11800	Vesmant de azur+0
11801	Vesmant de azur+1
11802	Vesmant de azur+2
11803	Vesmant de azur+3
11804	Vesmant de azur+4
11805	Vesmant de azur+5
11806	Vesmant de azur+6
11807	Vesmant de azur+7
11808	Vesmant de azur+8
11809	Vesmant de azur+9
11810	Vesmant turcoaz+0
11811	Vesmant turcoaz+1
11812	Vesmant turcoaz+2
11813	Vesmant turcoaz+3
11814	Vesmant turcoaz+4
11815	Vesmant turcoaz+5
11816	Vesmant turcoaz+6
11817	Vesmant turcoaz+7
11818	Vesmant turcoaz+8
11819	Vesmant turcoaz+9
11820	Vesmant trandafiriu+0
11821	Vesmant trandafiriu+1
11822	Vesmant trandafiriu+2
11823	Vesmant trandafiriu+3
11824	Vesmant trandafiriu+4
11825	Vesmant trandafiriu+5
11826	Vesmant trandafiriu+6
11827	Vesmant trandafiriu+7
11828	Vesmant trandafiriu+8
11829	Vesmant trandafiriu+9
11830	Vesmantul dragostei+0
11831	Vesmantul dragostei+1
11832	Vesmantul dragostei+2
11833	Vesmantul dragostei+3
11834	Vesmantul dragostei+4
11835	Vesmantul dragostei+5
11836	Vesmantul dragostei+6
11837	Vesmantul dragostei+7
11838	Vesmantul dragostei+8
11839	Vesmantul dragostei+9
11840	Vesmantul cerului+0
11841	Vesmantul cerului+1
11842	Vesmantul cerului+2
11843	Vesmantul cerului+3
11844	Vesmantul cerului+4
11845	Vesmantul cerului+5
11846	Vesmantul cerului+6
11847	Vesmantul cerului+7
11848	Vesmantul cerului+8
11849	Vesmantul cerului+9
11850	Vesmantul soarelui+0
11851	Vesmantul soarelui+1
11852	Vesmantul soarelui+2
11853	Vesmantul soarelui+3
11854	Vesmantul soarelui+4
11855	Vesmantul soarelui+5
11856	Vesmantul soarelui+6
11857	Vesmantul soarelui+7
11858	Vesmantul soarelui+8
11859	Vesmantul soarelui+9
11860	Vesmantul moralei+0
11861	Vesmantul moralei+1
11862	Vesmantul moralei+2
11863	Vesmantul moralei+3
11864	Vesmantul moralei+4
11865	Vesmantul moralei+5
11866	Vesmantul moralei+6
11867	Vesmantul moralei+7
11868	Vesmantul moralei+8
11869	Vesmantul moralei+9
11870	Rochie oranj pisica+0
11871	Rochie oranj pisica+1
11872	Rochie oranj pisica+2
11873	Rochie oranj pisica+3
11874	Rochie oranj pisica+4
11875	Rochie oranj pisica+5
11876	Rochie oranj pisica+6
11877	Rochie oranj pisica+7
11878	Rochie oranj pisica+8
11879	Rochie oranj pisica+9
11880	Vesmantul baronesei+0
11881	Vesmantul baronesei+1
11882	Vesmantul baronesei+2
11883	Vesmantul baronesei+3
11884	Vesmantul baronesei+4
11885	Vesmantul baronesei+5
11886	Vesmantul baronesei+6
11887	Vesmantul baronesei+7
11888	Vesmantul baronesei+8
11889	Vesmantul baronesei+9
11890	Vesmant negru+0
11891	Vesmant negru+1
11892	Vesmant negru+2
11893	Vesmant negru+3
11894	Vesmant negru+4
11895	Vesmant negru+5
11896	Vesmant negru+6
11897	Vesmant negru+7
11898	Vesmant negru+8
11899	Vesmant negru+9
11901	Smoking
11902	Smoking
11903	Rochie de mireasa
11904	Rochie de mireasa
11911	Smoking
11912	Smoking
11913	Rochie de mireasa
11914	Rochie de mireasa
11951	Platosa de Calugar
11952	Costum de azur
11953	Platosa Recviem
11954	Vesmant de azur
11971	Armura Hwang
11972	Armura Hwang rosie
11973	Armura Zin-Hwang
11974	Armura Sang-Hwang
12010	Armura Otel Albastru +0
12011	Armura Otel Albastru +1
12012	Armura Otel Albastru +2
12013	Armura Otel Albastru +3
12014	Armura Otel Albastru +4
12015	Armura Otel Albastru +5
12016	Armura Otel Albastru +6
12017	Armura Otel Albastru +7
12018	Armura Otel Albastru +8
12019	Armura Otel Albastru +9
12020	Haina Dragon Albastru +0
12021	Haina Dragon Albastru +1
12022	Haina Dragon Albastru +2
12023	Haina Dragon Albastru +3
12024	Haina Dragon Albastru +4
12025	Haina Dragon Albastru +5
12026	Haina Dragon Albastru +6
12027	Haina Dragon Albastru +7
12028	Haina Dragon Albastru +8
12029	Haina Dragon Albastru +9
12030	Armura Placa Aura +0
12031	Armura Placa Aura +1
12032	Armura Placa Aura +2
12033	Armura Placa Aura +3
12034	Armura Placa Aura +4
12035	Armura Placa Aura +5
12036	Armura Placa Aura +6
12037	Armura Placa Aura +7
12038	Armura Placa Aura +8
12039	Armura Placa Aura +9
12040	Imbracaminte Dragon +0
12041	Imbracaminte Dragon +1
12042	Imbracaminte Dragon +2
12043	Imbracaminte Dragon +3
12044	Imbracaminte Dragon +4
12045	Imbracaminte Dragon +5
12046	Imbracaminte Dragon +6
12047	Imbracaminte Dragon +7
12048	Imbracaminte Dragon +8
12049	Imbracaminte Dragon +9
12050	Armura din Cianit+0
12051	Armura din Cianit+1
12052	Armura din Cianit+2
12053	Armura din Cianit+3
12054	Armura din Cianit+4
12055	Armura din Cianit+5
12056	Armura din Cianit+6
12057	Armura din Cianit+7
12058	Armura din Cianit+8
12059	Armura din Cianit+9
12060	Costum din Cianit+0
12061	Costum din Cianit+1
12062	Costum din Cianit+2
12063	Costum din Cianit+3
12064	Costum din Cianit+4
12065	Costum din Cianit+5
12066	Costum din Cianit+6
12067	Costum din Cianit+7
12068	Costum din Cianit+8
12069	Costum din Cianit+9
12070	Platosa din Cianit+0
12071	Platosa din Cianit+1
12072	Platosa din Cianit+2
12073	Platosa din Cianit+3
12074	Platosa din Cianit+4
12075	Platosa din Cianit+5
12076	Platosa din Cianit+6
12077	Platosa din Cianit+7
12078	Platosa din Cianit+8
12079	Platosa din Cianit+9
12080	Haina din Cianit+0
12081	Haina din Cianit+1
12082	Haina din Cianit+2
12083	Haina din Cianit+3
12084	Haina din Cianit+4
12085	Haina din Cianit+5
12086	Haina din Cianit+6
12087	Haina din Cianit+7
12088	Haina din Cianit+8
12089	Haina din Cianit+9
12090	Echipament din Cianit+0
12091	Echipament din Cianit+1
12092	Echipament din Cianit+2
12093	Echipament din Cianit+3
12094	Echipament din Cianit+4
12095	Echipament din Cianit+5
12096	Echipament din Cianit+6
12097	Echipament din Cianit+7
12098	Echipament din Cianit+8
12099	Echipament din Cianit+9
12200	Coif traditional+0
12201	Coif traditional+1
12202	Coif traditional+2
12203	Coif traditional+3
12204	Coif traditional+4
12205	Coif traditional+5
12206	Coif traditional+6
12207	Coif traditional+7
12208	Coif traditional+8
12209	Coif traditional+9
12220	Coif de fier+0
12221	Coif de fier+1
12222	Coif de fier+2
12223	Coif de fier+3
12224	Coif de fier+4
12225	Coif de fier+5
12226	Coif de fier+6
12227	Coif de fier+7
12228	Coif de fier+8
12229	Coif de fier+9
12240	Coif Masca Stafiei+0
12241	Coif Masca Stafiei+1
12242	Coif Masca Stafiei+2
12243	Coif Masca Stafiei+3
12244	Coif Masca Stafiei+4
12245	Coif Masca Stafiei+5
12246	Coif Masca Stafiei+6
12247	Coif Masca Stafiei+7
12248	Coif Masca Stafiei+8
12249	Coif Masca Stafiei+9
12260	Masca de Frica +0
12261	Masca de Frica +1
12262	Masca de Frica +2
12263	Masca de Frica +3
12264	Masca de Frica +4
12265	Masca de Frica +5
12266	Masca de Frica +6
12267	Masca de Frica +7
12268	Masca de Frica +8
12269	Masca de Frica +9
12280	Casca Maestrul Razboi +0
12281	Casca Maestrul Razboi +1
12282	Casca Maestrul Razboi +2
12283	Casca Maestrul Razboi +3
12284	Casca Maestrul Razboi +4
12285	Casca Maestrul Razboi +5
12286	Casca Maestrul Razboi +6
12287	Casca Maestrul Razboi +7
12288	Casca Maestrul Razboi +8
12289	Casca Maestrul Razboi +9
12340	Gluga de piele+0
12341	Gluga de piele+1
12342	Gluga de piele+2
12343	Gluga de piele+3
12344	Gluga de piele+4
12345	Gluga de piele+5
12346	Gluga de piele+6
12347	Gluga de piele+7
12348	Gluga de piele+8
12349	Gluga de piele+9
12360	Gluga de zale+0
12361	Gluga de zale+1
12362	Gluga de zale+2
12363	Gluga de zale+3
12364	Gluga de zale+4
12365	Gluga de zale+5
12366	Gluga de zale+6
12367	Gluga de zale+7
12368	Gluga de zale+8
12369	Gluga de zale+9
12380	Gluga de Otel+0
12381	Gluga de Otel+1
12382	Gluga de Otel+2
12383	Gluga de Otel+3
12384	Gluga de Otel+4
12385	Gluga de Otel+5
12386	Gluga de Otel+6
12387	Gluga de Otel+7
12388	Gluga de Otel+8
12389	Gluga de Otel+9
12390	Gluga de Orc +0
12391	Gluga de Orc +1
12392	Gluga de Orc +2
12393	Gluga de Orc +3
12394	Gluga de Orc +4
12395	Gluga de Orc +5
12396	Gluga de Orc +6
12397	Gluga de Orc +7
12398	Gluga de Orc +8
12399	Gluga de Orc +9
12400	Gluga de Paianjen +0
12401	Gluga de Paianjen +1
12402	Gluga de Paianjen +2
12403	Gluga de Paianjen +3
12404	Gluga de Paianjen +4
12405	Gluga de Paianjen +5
12406	Gluga de Paianjen +6
12407	Gluga de Paianjen +7
12408	Gluga de Paianjen +8
12409	Gluga de Paianjen +9
12480	Coif Insangerat+0
12481	Coif Insangerat+1
12482	Coif Insangerat+2
12483	Coif Insangerat+3
12484	Coif Insangerat+4
12485	Coif Insangerat+5
12486	Coif Insangerat+6
12487	Coif Insangerat+7
12488	Coif Insangerat+8
12489	Coif Insangerat+9
12500	Coif blasfemie+0
12501	Coif blasfemie+1
12502	Coif blasfemie+2
12503	Coif blasfemie+3
12504	Coif blasfemie+4
12505	Coif blasfemie+5
12506	Coif blasfemie+6
12507	Coif blasfemie+7
12508	Coif blasfemie+8
12509	Coif blasfemie+9
12520	Coif cetate+0
12521	Coif Cetate+1
12522	Coif cetate+2
12523	Coif cetate+3
12524	Coif cetate+4
12525	Coif cetate+5
12526	Coif cetate+6
12527	Coif cetate+7
12528	Coif cetate+8
12529	Coif cetate+9
12530	Casca cu Coarne +0
12531	Casca cu Coarne +1
12532	Casca cu Coarne +2
12533	Casca cu Coarne +3
12534	Casca cu Coarne +4
12535	Casca cu Coarne +5
12536	Casca cu Coarne +6
12537	Casca cu Coarne +7
12538	Casca cu Coarne +8
12539	Casca cu Coarne +9
12540	Casca Magica +0
12541	Casca Magica +1
12542	Casca Magica +2
12543	Casca Magica +3
12544	Casca Magica +4
12545	Casca Magica +5
12546	Casca Magica +6
12547	Casca Magica +7
12548	Casca Magica +8
12549	Casca Magica +9
12620	Palarie de calugar+0
12621	Palarie de calugar+1
12622	Palarie de calugar+2
12623	Palarie de calugar+3
12624	Palarie de calugar+4
12625	Palarie de calugar+5
12626	Palarie de calugar+6
12627	Palarie de calugar+7
12628	Palarie de calugar+8
12629	Palarie de calugar+9
12640	Palarie Phoenix+0
12641	Palarie Phoenix+1
12642	Palarie Phoenix+2
12643	Palarie Phoenix+3
12644	Palarie Phoenix+4
12645	Palarie Phoenix+5
12646	Palarie Phoenix+6
12647	Palarie Phoenix+7
12648	Palarie Phoenix+8
12649	Palarie Phoenix+9
12660	Palarie lum. soarelui+0
12661	Palarie lum. soarelui+1
12662	Palarie lum. soarelui+2
12663	Palarie lum. soarelui+3
12664	Palarie lum. soarelui+4
12665	Palarie lum. soarelui+5
12666	Palarie lum. soarelui+6
12667	Palarie lum. soarelui+7
12668	Palarie lum. soarelui+8
12669	Palarie lum. soarelui+9
12670	Palaria Cardinalului +0
12671	Palaria Cardinalului +1
12672	Palaria Cardinalului +2
12673	Palaria Cardinalului +3
12674	Palaria Cardinalului +4
12675	Palaria Cardinalului +5
12676	Palaria Cardinalului +6
12677	Palaria Cardinalului +7
12678	Palaria Cardinalului +8
12679	Palaria Cardinalului +9
12680	Palarie Suflet Ciobit +0
12681	Palarie Suflet Ciobit +1
12682	Palarie Suflet Ciobit +2
12683	Palarie Suflet Ciobit +3
12684	Palarie Suflet Ciobit +4
12685	Palarie Suflet Ciobit +5
12686	Palarie Suflet Ciobit +6
12687	Palarie Suflet Ciobit +7
12688	Palarie Suflet Ciobit +8
12689	Palarie Suflet Ciobit +9
12690	Coif Otel Dragon +0
12691	Coif Otel Dragon +1
12692	Coif Otel Dragon +2
12693	Coif Otel Dragon +3
12694	Coif Otel Dragon +4
12695	Coif Otel Dragon +5
12696	Coif Otel Dragon +6
12697	Coif Otel Dragon +7
12698	Coif Otel Dragon +8
12699	Coif Otel Dragon +9
12700	Gluga Dragon +0
12701	Gluga Dragon +1
12702	Gluga Dragon +2
12703	Gluga Dragon +3
12704	Gluga Dragon +4
12705	Gluga Dragon +5
12706	Gluga Dragon +6
12707	Gluga Dragon +7
12708	Gluga Dragon +8
12709	Gluga Dragon +9
12710	Coif Solzi Dragon +0
12711	Coif Solzi Dragon +1
12712	Coif Solzi Dragon +2
12713	Coif Solzi Dragon +3
12714	Coif Solzi Dragon +4
12715	Coif Solzi Dragon +5
12716	Coif Solzi Dragon +6
12717	Coif Solzi Dragon +7
12718	Coif Solzi Dragon +8
12719	Coif Solzi Dragon +9
12720	Palarie Dragon +0
12721	Palarie Dragon +1
12722	Palarie Dragon +2
12723	Palarie Dragon +3
12724	Palarie Dragon +4
12725	Palarie Dragon +5
12726	Palarie Dragon +6
12727	Palarie Dragon +7
12728	Palarie Dragon +8
12729	Palarie Dragon +9
12730	Coif Otel Dragoneer+0
12731	Coif Otel Dragoneer+1
12732	Coif Otel Dragoneer+2
12733	Coif Otel Dragoneer+3
12734	Coif Otel Dragoneer+4
12735	Coif Otel Dragoneer+5
12736	Coif Otel Dragoneer+6
12737	Coif Otel Dragoneer+7
12738	Coif Otel Dragoneer+8
12739	Coif Otel Dragoneer+9
12740	Gluga Dragoneer+0
12741	Gluga Dragoneer+1
12742	Gluga Dragoneer+2
12743	Gluga Dragoneer+3
12744	Gluga Dragoneer+4
12745	Gluga Dragoneer+5
12746	Gluga Dragoneer+6
12747	Gluga Dragoneer+7
12748	Gluga Dragoneer+8
12749	Gluga Dragoneer+9
12750	Coif Solzi Dragoneer+0
12751	Coif Solzi Dragoneer+1
12752	Coif Solzi Dragoneer+2
12753	Coif Solzi Dragoneer+3
12754	Coif Solzi Dragoneer+4
12755	Coif Solzi Dragoneer+5
12756	Coif Solzi Dragoneer+6
12757	Coif Solzi Dragoneer+7
12758	Coif Solzi Dragoneer+8
12759	Coif Solzi Dragoneer+9
12760	Palarie Dragoneer+0
12761	Palarie Dragoneer+1
12762	Palarie Dragoneer+2
12763	Palarie Dragoneer+3
12764	Palarie Dragoneer+4
12765	Palarie Dragoneer+5
12766	Palarie Dragoneer+6
12767	Palarie Dragoneer+7
12768	Palarie Dragoneer+8
12769	Palarie Dragoneer+9
12770	Coif Coarne Dragoneer+0
12771	Coif Coarne Dragoneer+1
12772	Coif Coarne Dragoneer+2
12773	Coif Coarne Dragoneer+3
12774	Coif Coarne Dragoneer+4
12775	Coif Coarne Dragoneer+5
12776	Coif Coarne Dragoneer+6
12777	Coif Coarne Dragoneer+7
12778	Coif Coarne Dragoneer+8
12779	Coif Coarne Dragoneer+9
12780	Coif Dragon Negru +0
12781	Coif Dragon Negru +1
12782	Coif Dragon Negru +2
12783	Coif Dragon Negru +3
12784	Coif Dragon Negru +4
12785	Coif Dragon Negru +5
12786	Coif Dragon Negru +6
12787	Coif Dragon Negru +7
12788	Coif Dragon Negru +8
12789	Coif Dragon Negru +9
12790	Coif Dragon Negru +10
12791	Coif Dragon Negru +11
12792	Coif Dragon Negru +12
12793	Coif Dragon Negru +13
12794	Coif Dragon Negru +14
12795	Coif Dragon Negru +15
12800	Coif Dragon Furios +0
12801	Coif Dragon Furios +1
12802	Coif Dragon Furios +2
12803	Coif Dragon Furios +3
12804	Coif Dragon Furios +4
12805	Coif Dragon Furios +5
12806	Coif Dragon Furios +6
12807	Coif Dragon Furios +7
12808	Coif Dragon Furios +8
12809	Coif Dragon Furios +9
12810	Coif Dragon Furios +10
12811	Coif Dragon Furios +11
12812	Coif Dragon Furios +12
12813	Coif Dragon Furios +13
12814	Coif Dragon Furios +14
12815	Coif Dragon Furios +15
12820	Coif Dragon Vrajit +0
12821	Coif Dragon Vrajit +1
12822	Coif Dragon Vrajit +2
12823	Coif Dragon Vrajit +3
12824	Coif Dragon Vrajit +4
12825	Coif Dragon Vrajit +5
12826	Coif Dragon Vrajit +6
12827	Coif Dragon Vrajit +7
12828	Coif Dragon Vrajit +8
12829	Coif Dragon Vrajit +9
12830	Coif Dragon Vrajit +10
12831	Coif Dragon Vrajit +11
12832	Coif Dragon Vrajit +12
12833	Coif Dragon Vrajit +13
12834	Coif Dragon Vrajit +14
12835	Coif Dragon Vrajit +15
12840	Coif Dragon Infocat +0
12841	Coif Dragon Infocat +1
12842	Coif Dragon Infocat +2
12843	Coif Dragon Infocat +3
12844	Coif Dragon Infocat +4
12845	Coif Dragon Infocat +5
12846	Coif Dragon Infocat +6
12847	Coif Dragon Infocat +7
12848	Coif Dragon Infocat +8
12849	Coif Dragon Infocat +9
12850	Coif Dragon Infocat +10
12851	Coif Dragon Infocat +11
12852	Coif Dragon Infocat +12
12853	Coif Dragon Infocat +13
12854	Coif Dragon Infocat +14
12855	Coif Dragon Infocat +15
12860	Coif Dragon Astral +0
12861	Coif Dragon Astral +1
12862	Coif Dragon Astral +2
12863	Coif Dragon Astral +3
12864	Coif Dragon Astral +4
12865	Coif Dragon Astral +5
12866	Coif Dragon Astral +6
12867	Coif Dragon Astral +7
12868	Coif Dragon Astral +8
12869	Coif Dragon Astral +9
12870	Coif Dragon Astral +10
12871	Coif Dragon Astral +11
12872	Coif Dragon Astral +12
12873	Coif Dragon Astral +13
12874	Coif Dragon Astral +14
12875	Coif Dragon Astral +15
13000	Scut de lupta+0
13001	Scut de lupta+1
13002	Scut de lupta+2
13003	Scut de lupta+3
13004	Scut de lupta+4
13005	Scut de lupta+5
13006	Scut de lupta+6
13007	Scut de lupta+7
13008	Scut de lupta+8
13009	Scut de lupta+9
13020	Scut pentagon+0
13021	Scut pentagon+1
13022	Scut pentagon+2
13023	Scut pentagon+3
13024	Scut pentagon+4
13025	Scut pentagon+5
13026	Scut pentagon+6
13027	Scut pentagon+7
13028	Scut pentagon+8
13029	Scut pentagon+9
13040	Scut rotund negru+0
13041	Scut rotund negru+1
13042	Scut rotund negru+2
13043	Scut rotund negru+3
13044	Scut rotund negru+4
13045	Scut rotund negru+5
13046	Scut rotund negru+6
13047	Scut rotund negru+7
13048	Scut rotund negru+8
13049	Scut rotund negru+9
13060	Scutul vulturului+0
13061	Scutul vulturului+1
13062	Scutul vulturului+2
13063	Scutul vulturului+3
13064	Scutul vulturului+4
13065	Scutul vulturului+5
13066	Scutul vulturului+6
13067	Scutul vulturului+7
13068	Scutul vulturului+8
13069	Scutul vulturului+9
13080	Scutul tigrului+0
13081	Scutul tigrului+1
13082	Scutul tigrului+2
13083	Scutul tigrului+3
13084	Scutul tigrului+4
13085	Scutul tigrului+5
13086	Scutul tigrului+6
13087	Scutul tigrului+7
13088	Scutul tigrului+8
13089	Scutul tigrului+9
13100	Scutul leului+0
13101	Scutul leului+1
13102	Scutul leului+2
13103	Scutul leului+3
13104	Scutul leului+4
13105	Scutul leului+5
13106	Scutul leului+6
13107	Scutul leului+7
13108	Scutul leului+8
13109	Scutul leului+9
13120	Scut solzii Dragonului+0
13121	Scut solzii Dragonului+1
13122	Scut solzii Dragonului+2
13123	Scut solzii Dragonului+3
13124	Scut solzii Dragonului+4
13125	Scut solzii Dragonului+5
13126	Scut solzii Dragonului+6
13127	Scut solzii Dragonului+7
13128	Scut solzii Dragonului+8
13129	Scut solzii Dragonului+9
13140	Scut Titan+0
13141	Scut Titan+1
13142	Scut Titan+2
13143	Scut Titan+3
13144	Scut Titan+4
13145	Scut Titan+5
13146	Scut Titan+6
13147	Scut Titan+7
13148	Scut Titan+8
13149	Scut Titan+9
13160	Scut Cei-3-Imparati+0
13161	Scut Cei-3-Imparati+1
13162	Scut Cei-3-Imparati+2
13163	Scut Cei-3-Imparati+3
13164	Scut Cei-3-Imparati+4
13165	Scut Cei-3-Imparati+5
13166	Scut Cei-3-Imparati+6
13167	Scut Cei-3-Imparati+7
13168	Scut Cei-3-Imparati+8
13169	Scut Cei-3-Imparati+9
13180	Scut stralucitor+0
13181	Scut stralucitor+1
13182	Scut stralucitor+2
13183	Scut stralucitor+3
13184	Scut stralucitor+4
13185	Scut stralucitor+5
13186	Scut stralucitor+6
13187	Scut stralucitor+7
13188	Scut stralucitor+8
13189	Scut stralucitor+9
13190	Scut pentagon+0
13191	Scut pentagon+1
13192	Scut pentagon+2
13193	Scut pentagon+3
13194	Scut pentagon+4
13195	Scut pentagon+5
13196	Scut pentagon+6
13197	Scut pentagon+7
13198	Scut pentagon+8
13199	Scut pentagon+9
13200	Scut rotund negru+0
13201	Scut rotund negru+1
13202	Scut rotund negru+2
13203	Scut rotund negru+3
13204	Scut rotund negru+4
